Orthogroup	Species	Zebrafish.UniProt.renamed	Orthologs
OG0000225	Human.UniProt.renamed	A0A0R4ILE1, X1WC64	Q96JM3
OG0000225	Human.UniProt.renamed	A0A8N7UR26, E7F557	P08048, P17010
OG0000226	Human.UniProt.renamed	A0A8M9Q4E9, E9QF26	P32455, Q9H0R5, P32456, Q96PP8, Q8N8V2, Q96PP9, Q6ZN66
OG0000228	Human.UniProt.renamed	Q4KMK4	P13637
OG0000228	Human.UniProt.renamed	Q9DGL5	P50993, Q13733
OG0000228	Human.UniProt.renamed	Q90X33	P20648, P54707, P05023
OG0000229	Human.UniProt.renamed	A0A8M6Z208	Q8NDA8, Q6ZUA9, A6NGR9, Q68CQ1, Q9H579, A6NES4, Q7Z745, Q9BYG7
OG0000230	Human.UniProt.renamed	A0A8M1NE33	P0DMV9, P0DMV8, P48741, P17066, P34931
OG0000230	Human.UniProt.renamed	Q90473	P54652, P11142
OG0000231	Human.UniProt.renamed	Q6DFZ8	P17655
OG0000231	Human.UniProt.renamed	Q7ZUR1	A6NHC0, Q9UMQ6, Q6ZSI9, Q6MZZ7, A8MX76, P07384
OG0000232	Human.UniProt.renamed	X1WBH5, A0A8M1RQZ9, I3IST1, A0A8M1P3L9, A0A8M3AP29, A0A8M9QI12, A0A8M1RRE7, X1WCE1	A0A1W2PQ72
OG0000237	Human.UniProt.renamed	Q6NYN7	Q4U2R8, Q8TCC7, Q9NSA0, Q96S37, Q63ZE4, Q8N4F4, Q8IVM8, Q6T423
OG0000238	Human.UniProt.renamed	Q90YS5	Q6UWQ5, Q7Z4W2, Q8IXA5, Q96KX0, O75951, Q96QH8, P61626, P00709
OG0000241	Human.UniProt.renamed	A0A8M3B6M0	Q9UHC6
OG0000241	Human.UniProt.renamed	A0A8M3AUM4	Q8WYK1
OG0000241	Human.UniProt.renamed	A0A8M2B1Z8	Q9C0A0, Q96NU0, A0A1B0GTE1, Q9BZ76
OG0000242	Human.UniProt.renamed	A2BIR9, A0A8M9QDS3, A0A8M6Z6Z5, A0A8M2BCD3, Q7SXD8, B0S7I1, A0A8M3ASD7, Q7ZTV7	Q8N5D6
OG0000244	Human.UniProt.renamed	Q5U3D5, Q5TZ86, Q5TZ85, Q7ZU60, A0A8M1PZ56, Q5TZ75, A0A8M9PPW9, Q803J0	P51589
OG0000245	Human.UniProt.renamed	Q4V9I1, A9JSU2	P09871
OG0000245	Human.UniProt.renamed	X1WH68	P48740
OG0000245	Human.UniProt.renamed	A0A8M1NGF4	O00187
OG0000246	Human.UniProt.renamed	A0A8M9PQW6	O60840
OG0000246	Human.UniProt.renamed	A0A8M9PUS4	Q01668
OG0000246	Human.UniProt.renamed	A0A8M9Q050	Q13936
OG0000246	Human.UniProt.renamed	Q6RKB0, A0A8M2BFL7	Q13698
OG0000247	Human.UniProt.renamed	F6NQL8	Q9P1Z3
OG0000247	Human.UniProt.renamed	A0A8N7T6V3	Q9UL51
OG0000247	Human.UniProt.renamed	A0A0R4IRW0	O60741
OG0000247	Human.UniProt.renamed	A0A8N7TEJ3, A0A8N7UQR8	Q9Y3Q4
OG0000248	Human.UniProt.renamed	A0A8M1PI54	P01584, Q9UHA7, Q9NZH8, Q9NZH7, Q9NZH6, Q8WWZ1, Q9UBH0, P18510
OG0000249	Human.UniProt.renamed	A0A8M9P1T6, A0A8M9NZC6, Q3B7G4, E9QJG3, A0A8M1PVB3, O42364, Q503V2	P02647, P06727
OG0000250	Human.UniProt.renamed	A0A8M6YVV5, A0A8M9PYJ0, A0A8M9QGJ2, A0A8M9PV33, A0A8M6YYB8, A0A8M9P6I8, A0A8M6YWN1, A0A8M2BDT9	Q12913
OG0000262	Human.UniProt.renamed	Q1ECX3	P21980, P16452, P49221, Q96PF1, O43548, O95932, Q08188
OG0000263	Human.UniProt.renamed	A9JT69, Q90W33	Q96JB3, Q8NAF0, Q8NCA9, Q96K58, Q7Z7K2, Q5TEC3
OG0000264	Human.UniProt.renamed	F1R543	Q96HA1, A6NF01, A8CG34, P21754, Q6PJE2, Q96KW2, Q8N7R1
OG0000265	Human.UniProt.renamed	Q8AWD9	P07339
OG0000265	Human.UniProt.renamed	Q9DDE2	P14091, P20142, P0DJD8, P0DJD9, P0DJD7
OG0000267	Human.UniProt.renamed	A0A8M3AXQ6	Q9Y2H9
OG0000267	Human.UniProt.renamed	E7F723	Q6P0Q8
OG0000267	Human.UniProt.renamed	A0A8M3AXH0	O60307
OG0000267	Human.UniProt.renamed	A0A8M3AZY5	O15021
OG0000268	Human.UniProt.renamed	B8A492, A0A8M2B3Y9, B8A486, B8A489	Q96BM0, P09912, Q9H2X8, P40305
OG0000270	Human.UniProt.renamed	Q561Z7	P20151, P06870, A4D1T9, P07477, P07478, P35030, Q8NHM4
OG0000272	Human.UniProt.renamed	Q4VBJ2, Q6PHV5	P15085
OG0000272	Human.UniProt.renamed	F1QVD7, Q6GMH9	Q8WXQ8, Q9UI42, P48052
OG0000273	Human.UniProt.renamed	A0A8M9QFE6	P35749
OG0000273	Human.UniProt.renamed	A0A8M2BLU9, A0A8M1QUS6	P35579
OG0000273	Human.UniProt.renamed	A0A8M3BA62	Q7Z406, P35580
OG0000274	Human.UniProt.renamed	A9JRA7	Q53FZ2, Q6NUN0, Q6P461, P0C7M7, Q08AH1, Q08AH3, Q68CK6
OG0000277	Human.UniProt.renamed	A0A8M2B3U1	P12814
OG0000277	Human.UniProt.renamed	Q8AX99	Q08043
OG0000277	Human.UniProt.renamed	Q2YDR5	P35609
OG0000277	Human.UniProt.renamed	A0A8M9QH30	O43707
OG0000278	Human.UniProt.renamed	F1Q786, A0A286YBY6, A0A8M2BFX7, A0A0R4II19, A0A8M9QEY0, A0A8M9Q4X7, A0A8M6YYK8	Q15361
OG0000279	Human.UniProt.renamed	A0A0R4IMB2, A0A8M3ALC4, A0A8M1P7C1, F1QX13, Q3MU74, A0A8M1RQR9	P01024, Q6ZMU1
OG0000280	Human.UniProt.renamed	F1QNG0	O75164
OG0000280	Human.UniProt.renamed	Q1LUQ0	Q9H3R0, O94953, Q6B0I6, A0A1W2PPD8, B2RXH2
OG0000283	Human.UniProt.renamed	A0A8M9QJW3	P49792, O14715, Q99666, P0DJD1, P0DJD0, A6NKT7, Q7Z3J3
OG0000284	Human.UniProt.renamed	E7F5V6	Q13478
OG0000284	Human.UniProt.renamed	A0A8M9Q5Q6	Q9HB29, P14778, P27930, P18627, Q01638
OG0000285	Human.UniProt.renamed	A0A8M9PT78, F1R480, H2EQR6, A0A8M2BIB6	Q14126, Q02413, P32926, Q86SJ6
OG0000286	Human.UniProt.renamed	A0A8M9Q6G2, A0A8M9PLM0, A0A8M9PA93, A0A8M9Q393, A0A8M6Z0S6, B0UYL3	Q460N3, Q460N5
OG0000287	Human.UniProt.renamed	A0A8M9QKX8	Q9NT68
OG0000287	Human.UniProt.renamed	Q9W7R4	Q9P273
OG0000287	Human.UniProt.renamed	Q9W7R3	Q6N022
OG0000287	Human.UniProt.renamed	A0A8N7UV98	Q9UKZ4
OG0000288	Human.UniProt.renamed	A0A8M1Q6T7, A0A8M9PX16, A0A8M3AVQ9, A0A8M3ANY3, A0A8M9PWI0, A0A8M3AV10, A0A2R8QKL9	P22735
OG0000289	Human.UniProt.renamed	A0A0G2L893, D2CRG0, A0A2R8QJM0, A0A2R8RTX1, A0A2R8QI72, A0A8M1P827, E7F2M5	P13987
OG0000290	Human.UniProt.renamed	Q6DHC9, A0A8M1RRV3, A3KPY8, A0A8M1P7N7, Q4QRH5, A0A8M9PRR3, Q6AZC0	Q9UNI1
OG0000291	Human.UniProt.renamed	A0A8M2BCY7, A0A0R4IQ43, A2BHJ6, A0A0G2KM47, A0A0G2KWZ2, B0R191, A0A0R4INB9	O14625
OG0000312	Human.UniProt.renamed	Q7ZTR9	Q5VYY2, P38571, Q5VXI9, Q5W064, Q5VXJ0, P07098
OG0000313	Human.UniProt.renamed	U3N867	Q14831
OG0000313	Human.UniProt.renamed	A0A8N7UTB5	Q14833
OG0000313	Human.UniProt.renamed	E7FH00	O00222
OG0000315	Human.UniProt.renamed	Q5U3E4	Q9Y2Z0, Q9H2J1, Q5SR53, Q8N769, Q3ZCU0, Q6ZUF6
OG0000316	Human.UniProt.renamed	Q6NXA6	P11766, P28332, P40394, P07327, P00325, P00326
OG0000317	Human.UniProt.renamed	E7FB64	P13584, Q02928, Q5TCH4, Q8N118, Q86W10, Q8N1L4
OG0000318	Human.UniProt.renamed	Q5RGW3	Q8N4U5
OG0000318	Human.UniProt.renamed	Q58EK1	Q8WWU5, Q5H9J9, B4DZS4, Q9NUJ3
OG0000319	Human.UniProt.renamed	A0A8M2BA14	Q9Y666
OG0000319	Human.UniProt.renamed	A0A8M9Q103	Q9H2X9
OG0000319	Human.UniProt.renamed	F1QBW2	Q9UHW9, Q9UP95
OG0000320	Human.UniProt.renamed	F1QPW7	P18505
OG0000320	Human.UniProt.renamed	A0A8M1N6N1	P47870
OG0000320	Human.UniProt.renamed	A0A8M2BDH7	P28472
OG0000321	Human.UniProt.renamed	A0A8M9QBR5, A0A8M9Q728	P07910, B2RXH8, O60812, B7ZW38, P0DMR1
OG0000322	Human.UniProt.renamed	A0A0R4IBL7	Q99081
OG0000322	Human.UniProt.renamed	A0A8M9P3H6	P15884
OG0000322	Human.UniProt.renamed	B1H1L4, Q90491	P15923
OG0000323	Human.UniProt.renamed	A0A8M6Z8T4, A0A8M9QDU6	O75369
OG0000323	Human.UniProt.renamed	A0A8M9PT53	P21333
OG0000323	Human.UniProt.renamed	A0A8M9PHR9	Q14315
OG0000324	Human.UniProt.renamed	A0A8M3AP68	P51812
OG0000324	Human.UniProt.renamed	Q6PFQ0	Q9UK32
OG0000324	Human.UniProt.renamed	E7F164	Q15418, Q15349
OG0000325	Human.UniProt.renamed	A3FKT8, Q6XG62	P26447, P29034, P33763, P06703, P33764
OG0000326	Human.UniProt.renamed	A0A8M9Q9K2	Q9Y4K4
OG0000326	Human.UniProt.renamed	A0A8M3B704	Q8IVH8
OG0000326	Human.UniProt.renamed	Q1RLZ2	Q92918, Q12851
OG0000328	Human.UniProt.renamed	A0A8N7T7Z7	P54278, Q68D20, Q13401, O95744, A4D2B8, A8MQ11
OG0000330	Human.UniProt.renamed	A0A8M1RS57, A0A8M2BKN8, A0A8M1RNU2, A0A8M9NYX7, A0A8M2BKN9, F1RB95	Q9UBS8
OG0000331	Human.UniProt.renamed	A0A0R4IR84	P52848
OG0000331	Human.UniProt.renamed	A0A8M9PU51	P52849
OG0000331	Human.UniProt.renamed	A0A8M9Q484	Q9H3R1, O95803
OG0000333	Human.UniProt.renamed	Q804W1, Q804W0, Q9I8V0, Q7ZT36, Q6IMW7, Q804V9	P20472
OG0000334	Human.UniProt.renamed	A0A8M9PHT6	P50570
OG0000334	Human.UniProt.renamed	A0A8M9PJL9	Q9UQ16, Q05193, Q6ZS02, Q6PK57
OG0000337	Human.UniProt.renamed	O13168	Q04726, A0A1W2PR48, Q9H808, Q04725, Q04724, Q04727
OG0000338	Human.UniProt.renamed	A0A8M3B6F5	P20023, P17927, Q2VPA4, P08174, P04003, P15529
OG0000340	Human.UniProt.renamed	A0A8M9Q9B3, A0A8M9P741	Q8N436
OG0000340	Human.UniProt.renamed	A0A0R4IUK4, A0A8M9PYE2	Q8IUX7, Q96SM3
OG0000341	Human.UniProt.renamed	F1QB54	P0CB38, Q96DU9, Q4VXU2, Q5JQF8, Q9H361, P11940
OG0000344	Human.UniProt.renamed	Q6DGT8	P04271, P25815, P29377, Q07283, Q5D862, Q86YZ3
OG0000345	Human.UniProt.renamed	A0A8N7T7H9, B3DKF1	Q14D33, Q96DX8, Q9BQQ7, P59025, Q5QGT7
OG0000346	Human.UniProt.renamed	B3DJD4	Q9NYB5, F5H094, G3V0H7, Q9NPD5, Q9Y6L6, P46721
OG0000347	Human.UniProt.renamed	Q90ZZ8, E9QH31	P30838, P51648
OG0000347	Human.UniProt.renamed	Q7ZU10	P43353, P48448
OG0000348	Human.UniProt.renamed	A3KP35	Q6NT55, Q08477, P78329, P98187, Q9HCS2, Q9HBI6
OG0000349	Human.UniProt.renamed	A0AUQ5	Q1A5X6
OG0000349	Human.UniProt.renamed	A0A8M3BCY2, A0A8M6YZD9, Q568A8	B3KU38, P0DPB3
OG0000350	Human.UniProt.renamed	Q7ZVL7	P52789
OG0000350	Human.UniProt.renamed	Q7ZUM3	P19367
OG0000350	Human.UniProt.renamed	B8A5H6	Q2TB90
OG0000351	Human.UniProt.renamed	A0A8M9Q1H6, A0A8M9PYC8, A0A8M9QLI5	M0QZC1
OG0000351	Human.UniProt.renamed	A0A8M2BDI7, A0A8M2B978	E7ERA6
OG0000352	Human.UniProt.renamed	A0A0K1H367, A0A0K1H345, E7FAR9, A0A8M9PV89, Q7T3Q1, A0A8M6YT64	P22749
OG0000353	Human.UniProt.renamed	A0A8M9Q5T9	P20020
OG0000353	Human.UniProt.renamed	A0A8M9PWI4	Q16720
OG0000353	Human.UniProt.renamed	B2CZB8	Q01814
OG0000354	Human.UniProt.renamed	A0A8M3ANV7, A0A8M9PNI2, A0A8M3B6Y1, A0A8M3AZF0, A0A8M6YYH8, Q66HV5	O00534
OG0000355	Human.UniProt.renamed	Q90487, Q6ZM17, Q7ZT21, Q7ZYZ4, F1Q6I6, Q6ZM13	P02008
OG0000356	Human.UniProt.renamed	X1WHI7, F1RAQ3, A0A8M9PLA5	Q14DG7, Q14C87, Q8N3T6, Q24JP5
OG0000357	Human.UniProt.renamed	Q5QNP9, Q5QNQ0, Q5QNP8, Q5QNQ1, Q5QNP2	Q9P1P5, Q9P1P4
OG0000358	Human.UniProt.renamed	Q5I0F7	A0A2Z4LIS9, O43524, P0CG31, Q9HBT8, Q9UJN7, A0A087WUV0
OG0000359	Human.UniProt.renamed	A0A8M6YYQ4, A0A8M9QDA1	P23468
OG0000359	Human.UniProt.renamed	A0A8M9PJX4	Q13332
OG0000359	Human.UniProt.renamed	A4IFW2	P10586
OG0000360	Human.UniProt.renamed	A0A8N7UT59	Q8NFU0
OG0000360	Human.UniProt.renamed	A0A8N7TBM7	Q8NFU1
OG0000360	Human.UniProt.renamed	A0A2R8Q9T0	Q8N1M1, O76090
OG0000361	Human.UniProt.renamed	A0A8M9P818, A0A8M3B542, A0A8M9Q0M9, A0A8M6Z1S4, A0A8M9PTN4	Q13421, Q96KJ4
OG0000362	Human.UniProt.renamed	A0A8M1QUY4, A0A8M3AZD9, A0A8M9PTM9, F1R332, E7F7V7	O60755, O43603
OG0000363	Human.UniProt.renamed	A0A8M2BA47, Q6DHU6, F1QCC0, Q6DHP2, Q5U3E9, Q7ZUR7	P48788
OG0000393	Human.UniProt.renamed	Q9YGW7	Q92904, Q13117, Q9NR90, Q86SG3, Q9NQZ3
OG0000394	Human.UniProt.renamed	Q708S7	P78348
OG0000394	Human.UniProt.renamed	Q708S5	Q9NY37, Q9UHC3, Q16515
OG0000398	Human.UniProt.renamed	F1R5H6	O60885
OG0000398	Human.UniProt.renamed	A8CYR1, A8CYR7	Q58F21, P25440
OG0000399	Human.UniProt.renamed	Q6P4P8	P51160
OG0000399	Human.UniProt.renamed	Q800E7	P16499
OG0000399	Human.UniProt.renamed	E7F5I9	P35913
OG0000401	Human.UniProt.renamed	A0A8M2BEX4, A0A8M1QRA5, A8WGA5, Q58EN9, Q6YI50	Q9BWW7
OG0000402	Human.UniProt.renamed	Q4ZJI3, Q6DEI6	P30301, P55064, Q13520, P41181
OG0000404	Human.UniProt.renamed	B0UYL4	A0FGR9
OG0000404	Human.UniProt.renamed	A0A8M2BIQ8, A0A8M2BLR9, A0A8M9QCZ0	A0FGR8
OG0000407	Human.UniProt.renamed	F1QEL5	Q8WWZ7, Q8WWZ4, Q8N139, O94911, Q8IUA7
OG0000408	Human.UniProt.renamed	A0A8M1P4F7	P22626, A0A2R8Y4L2, P09651, Q32P51, P51991
OG0000409	Human.UniProt.renamed	A0A8M2BJD0	Q9Y2J8, Q9ULW8, Q9ULC6, Q6TGC4, Q9UM07
OG0000411	Human.UniProt.renamed	A0A8M3B4X6	Q9NYQ7
OG0000411	Human.UniProt.renamed	A0A8M3ARK0	Q9NYQ6
OG0000411	Human.UniProt.renamed	A0JBX1	Q9HCU4
OG0000412	Human.UniProt.renamed	A0A8N7T882	O60312
OG0000412	Human.UniProt.renamed	E7FFI1	O94823
OG0000412	Human.UniProt.renamed	F1REW4	Q9P241
OG0000413	Human.UniProt.renamed	A0A8M3AXS2	Q8TDI0
OG0000413	Human.UniProt.renamed	A0A8M3B137	Q12873
OG0000413	Human.UniProt.renamed	A0A8M9PRM2	Q14839
OG0000414	Human.UniProt.renamed	A0A8M2B7M4, A0A8M9PEH8	P31629
OG0000414	Human.UniProt.renamed	A0A8M3AQU2, F1Q7V2	Q5T1R4
OG0000415	Human.UniProt.renamed	I3IS45, A0A8M2BJH6, A0A0R4IA28	Q8TCY9, O60936, Q9BX69
OG0000417	Human.UniProt.renamed	A0A8M9PLG1, A0A8M3B7H9	A8K2U0, Q6IE37, P20742, P01023
OG0000418	Human.UniProt.renamed	Q5XJN3	Q96G04, A6NEL3, Q9NVL1, Q8N7N1, P0C5J1
OG0000419	Human.UniProt.renamed	A0A8M2BA28	P12107
OG0000419	Human.UniProt.renamed	A0A8M9PD17	P25940, P13942, P20908
OG0000421	Human.UniProt.renamed	A0A8M9PJM4	O15072
OG0000421	Human.UniProt.renamed	A0A0R4ISF7	O95450
OG0000421	Human.UniProt.renamed	A0A8M6Z9G0	Q8WXS8
OG0000422	Human.UniProt.renamed	E7FCN5	P05107
OG0000422	Human.UniProt.renamed	A0A8M9PIF0, Q3YAA0	P26010, P05556
OG0000424	Human.UniProt.renamed	A0A8M9QDR3	Q14643
OG0000424	Human.UniProt.renamed	A0A8M9PQQ3	Q14571
OG0000424	Human.UniProt.renamed	A0A8M6Z0J4	Q14573
OG0000428	Human.UniProt.renamed	Q1JQ34	P01241, P01242, Q14406, P0DML3, P0DML2
OG0000429	Human.UniProt.renamed	A0A8M3ASG9	Q00975
OG0000429	Human.UniProt.renamed	A0A8M9PFQ8	O00555
OG0000429	Human.UniProt.renamed	A0A8M6YZX9	Q15878
OG0000430	Human.UniProt.renamed	A4IG59	Q6VEQ5, C4AMC7, A8K0Z3, Q9NQA3, A8MWX3
OG0000432	Human.UniProt.renamed	X1WG07, F1QMQ4, A0A8M9Q6X3, F1QQH4, B3DJ81	Q9NSD7
OG0000433	Human.UniProt.renamed	A0A286YAM5	P42262
OG0000433	Human.UniProt.renamed	A0A8M2BKK3	P42261
OG0000433	Human.UniProt.renamed	A0A286Y9Q6	P42263
OG0000434	Human.UniProt.renamed	Q7T2D7, Q7T047, Q5TYN8, Q5TYN9, Q5TYP1	P35212
OG0000437	Human.UniProt.renamed	A2A121	Q8N568
OG0000437	Human.UniProt.renamed	E9QBD0	O15075
OG0000437	Human.UniProt.renamed	A0A8M9P5P6	O43602
OG0000438	Human.UniProt.renamed	F1QFJ8, Q6P0V0	P31942, P52597, P31943, P55795
OG0000440	Human.UniProt.renamed	B0R0B1	Q5RIA9, Q4V339, Q5JTY5, Q8IUF1, Q9BRT8
OG0000443	Human.UniProt.renamed	F1QPJ1	Q9Y6N6
OG0000443	Human.UniProt.renamed	A0A8M1RET4	Q13753
OG0000443	Human.UniProt.renamed	Q1LVF0	P11047
OG0000445	Human.UniProt.renamed	A0A8M9QJF1	Q9UPQ9
OG0000445	Human.UniProt.renamed	A0A8M3ATC8, A0A8M3AQR0	Q8NDV7, Q9HCJ0
OG0000446	Human.UniProt.renamed	Q6DGN0, Q7T393, A0A8M1P3T8, Q1LV74, Q5RHY9	Q9H628
OG0000447	Human.UniProt.renamed	A0A0R4IWI1	Q9UH73
OG0000447	Human.UniProt.renamed	A0A8M9PVV6	Q9H4W6, Q9HAK2, Q9BQW3
OG0000448	Human.UniProt.renamed	E7F3A4	Q96QA6
OG0000448	Human.UniProt.renamed	Q6NWI4	P61236
OG0000448	Human.UniProt.renamed	Q6AXK6	O60688
OG0000449	Human.UniProt.renamed	A0A8N7T793	Q86UK0
OG0000449	Human.UniProt.renamed	B8A446	Q86UQ4, Q8IZY2, O95477
OG0000450	Human.UniProt.renamed	F1R4Z8	O15217, P08263, P09210, Q7RTV2, Q16772
OG0000452	Human.UniProt.renamed	A0PJQ6	Q6ZV65, Q8NA70, Q5HY64, A6NHR8, Q5JRC9
OG0000453	Human.UniProt.renamed	Q5PRD9	O14975
OG0000453	Human.UniProt.renamed	Q0P3V6	Q9Y2P5, Q5K4L6, Q9Y2P4
OG0000454	Human.UniProt.renamed	A0A2R8QAL3	Q8TDW7
OG0000454	Human.UniProt.renamed	E7FB42	Q9NYQ8
OG0000454	Human.UniProt.renamed	A0A8M9PRG7	Q14517
OG0000455	Human.UniProt.renamed	X1WCW3, A0A8M6YVM2, E7FBR6, Q5SNS7	Q9Y226, Q9Y267
OG0000456	Human.UniProt.renamed	A0A8M9Q4X3	Q9H0D2
OG0000456	Human.UniProt.renamed	A0A8M9QCK8, E7FFR7, F6P8Y5	Q6PJG2
OG0000457	Human.UniProt.renamed	A0A8M9PTT3	Q9NYI0
OG0000457	Human.UniProt.renamed	A0A8M9QBB3	Q8NDX1, A5PKW4, Q9BQI7
OG0000459	Human.UniProt.renamed	A0A8M6Z303	P54762
OG0000459	Human.UniProt.renamed	O73878, O73875	P54753, P54760
OG0000460	Human.UniProt.renamed	X1WEF7	P51795
OG0000460	Human.UniProt.renamed	A0A8M9Q887	P51790
OG0000460	Human.UniProt.renamed	Q08BG8	P51793
OG0000461	Human.UniProt.renamed	A0A8M3AQB7	Q8NDX5
OG0000461	Human.UniProt.renamed	Q8QHL5	Q8IXK0
OG0000461	Human.UniProt.renamed	E7F4T8	P78364
OG0000462	Human.UniProt.renamed	K7X477	Q8TF72
OG0000462	Human.UniProt.renamed	A0A8M6YZQ7, E7F501	Q2M3G4, Q13796
OG0000463	Human.UniProt.renamed	A0A8M9Q204, F2Z4X3, A0A8M6Z573	Q96F46
OG0000463	Human.UniProt.renamed	A0A8M9QEB5	Q9NRM6
OG0000464	Human.UniProt.renamed	Q6P5J0	P04746, P19961, P0DUB6, P0DTE7, P0DTE8
OG0000465	Human.UniProt.renamed	Q8AYN0, Q9W6A7	P04000, P0DN77, P0DN78, P04001
OG0000467	Human.UniProt.renamed	Q6ZM12	P68871, P02042, P02100, P69891, P69892
OG0000468	Human.UniProt.renamed	Q52PJ5	Q14195
OG0000468	Human.UniProt.renamed	A0A8M1RM42	Q14194, O14531, Q16555
OG0000469	Human.UniProt.renamed	A0A2R8QLT6, F1R2G7	Q9Y5Y7
OG0000469	Human.UniProt.renamed	E7F6T0, A0A8M6YYL8	P16070
OG0000470	Human.UniProt.renamed	Q1LVI1	Q9BXA6, Q6SA08, Q96PN8, Q96PF2, Q9BXA7
OG0000471	Human.UniProt.renamed	Q0GFG2	Q16280
OG0000471	Human.UniProt.renamed	E7FE78	P29973
OG0000471	Human.UniProt.renamed	A0A8M2BDH8	Q16281
OG0000472	Human.UniProt.renamed	Q6DG81	P13797
OG0000472	Human.UniProt.renamed	Q6P698, A0A8M9PWJ9	Q14651, P13796
OG0000473	Human.UniProt.renamed	E7F7E1, X1WBF1, A0A8M9QMZ8, A0A8M2BJE7, F1QSR0	Q9UKP6
OG0000474	Human.UniProt.renamed	A0A8M3AIS0	Q9UPR5
OG0000474	Human.UniProt.renamed	A0A8M2B340	P57103
OG0000474	Human.UniProt.renamed	Q32SG8	P32418
OG0000475	Human.UniProt.renamed	Q5TZ27, A3KQ92, A0A8M3AU90	P21579, O00445, Q8N9I0
OG0000476	Human.UniProt.renamed	A0A8M9Q5I3	O95180
OG0000476	Human.UniProt.renamed	A0A2R8Q1A5	Q9P0X4
OG0000476	Human.UniProt.renamed	A0A8M9QER1	O43497
OG0000477	Human.UniProt.renamed	A2RRV6	Q6ZN04
OG0000477	Human.UniProt.renamed	A0A8M6YWI6, A0A8M1RH44	Q5U5Q3, Q86XN8
OG0000478	Human.UniProt.renamed	F1R371	Q9BV73
OG0000478	Human.UniProt.renamed	E7F2T0	Q8IVE0, Q5TZA2, H7BZ55
OG0000479	Human.UniProt.renamed	A0A2R8QF68, A0A8M9P836	Q13002
OG0000479	Human.UniProt.renamed	A0A8N7TB31	Q13003, P39086
OG0000480	Human.UniProt.renamed	Q6NVJ5	Q9P265
OG0000480	Human.UniProt.renamed	A0A8M3AVP4	Q14689
OG0000480	Human.UniProt.renamed	A0A8M3ANN8	Q9Y2E4
OG0000481	Human.UniProt.renamed	A0A0G2L765	A0A0C4DGP1, Q96HG1, P0DMW3, P0DMW5, P0DMW4
OG0000482	Human.UniProt.renamed	A5WUL9	A6NMD0, P13164, Q01628, C9JQL5, Q01629
OG0000483	Human.UniProt.renamed	A0A8N7TD86, A0A8M3AXD6	A0A590UK10, Q6ZSZ5
OG0000483	Human.UniProt.renamed	A0A8M6YYE7	Q8N1W1
OG0000484	Human.UniProt.renamed	A0A8M9P7J8	Q9Y6T7
OG0000484	Human.UniProt.renamed	A0A8M6Z984, A0A2R8Q6S0	P49619, P23743
OG0000486	Human.UniProt.renamed	F1QHP6, A2VD46, Q66ID0, Q567J3	P21145, Q13021
OG0000487	Human.UniProt.renamed	A0A8M9PS00, A0A8N7UUW0, A0A8M2BLU5, A0A8M1QHL6, A0A8M2BKU0	Q68DA7
OG0000488	Human.UniProt.renamed	A0A8M2BGA5	Q3L8U1
OG0000488	Human.UniProt.renamed	F1QGL1	Q9P2D1
OG0000488	Human.UniProt.renamed	B0R0I6	Q9HCK8
OG0000489	Human.UniProt.renamed	F1QGJ3	Q00G26, O60664, Q96Q06
OG0000489	Human.UniProt.renamed	F1QWT0	Q99541
OG0000490	Human.UniProt.renamed	A0A8M6Z0B9	Q96PY5
OG0000490	Human.UniProt.renamed	I3ITQ8	O95466
OG0000490	Human.UniProt.renamed	Q6NXC0	Q8IVF7
OG0000491	Human.UniProt.renamed	U3JAU7, E7F442	Q9ULH7
OG0000491	Human.UniProt.renamed	A0A8M9QIR6, A0A8M9PXR9	Q969V6
OG0000492	Human.UniProt.renamed	A0A8M9QF29, A0A8M1PUR5, F8W3Q0	Q8IUN9, P07306, P07307
OG0000493	Human.UniProt.renamed	E7FGE7	Q2Y0W8
OG0000493	Human.UniProt.renamed	A0A8M9PN97	Q9Y6M7
OG0000493	Human.UniProt.renamed	A0A8M1RNL2	Q6U841
OG0000494	Human.UniProt.renamed	Q9YH92, Q6DHP1	O95471
OG0000494	Human.UniProt.renamed	Q90XQ8	O95832, Q9Y5I7
OG0000495	Human.UniProt.renamed	Q503S1	Q5HY92
OG0000495	Human.UniProt.renamed	A0A8M2BD28, A0A8M1RNG2, E9QEA3	A6NMB9
OG0000496	Human.UniProt.renamed	A0A8M2BIT1, A0A8M9PI15, A0A0R4IKG8	P24298
OG0000496	Human.UniProt.renamed	A0A8M1NDP9	Q8TD30
OG0000497	Human.UniProt.renamed	E7F734, A0EXC5, A4FUP0, F1QV04	Q06520, O00204
OG0000498	Human.UniProt.renamed	A0A8M3ALN1	Q15413
OG0000498	Human.UniProt.renamed	A0A8M9PWM5	Q92736
OG0000498	Human.UniProt.renamed	A0A8M9QL69	P21817
OG0000499	Human.UniProt.renamed	A0A8M2B8V2	P55268
OG0000499	Human.UniProt.renamed	Q8JHV6	A4D0S4
OG0000499	Human.UniProt.renamed	Q8JHV7	P07942
OG0000500	Human.UniProt.renamed	F1R9M2, A0A8M9QBN8, A0A8M1NHE3, H0WER0, A0A8M2BBP5	Q9BSI4
OG0000501	Human.UniProt.renamed	A0A0N4SU47, A0A8M3AW06, A0A8M2B763, Q504G3, Q1JPS3	Q9Y6A2
