Orthogroup	Species	Human.UniProt.renamed	Orthologs
OG0000212	Zebrafish.UniProt.renamed	O96006	A0A8M9PAG6, A0A8M6Z2U7, A0A8M6Z2R9, A0A8M9PYK6, A0A8M6Z1Y5, A0A8M9PN68, A0A8M2B1Y7, A0A0R4IWH1, A0A8M9QN30
OG0000213	Zebrafish.UniProt.renamed	Q6HA08	Q14TH1, Q5BKW6, Q4QRC8, F1REP3, A0A8M3AVT9, E7F0X0, A0A8M6Z8J3, A4VCG4, Q1LW01
OG0000224	Zebrafish.UniProt.renamed	P62937, Q9Y536, F5H284, P0DN26, A0A075B759, A0A0B4J2A2, P0DN37, A0A075B767	Q6PC53
OG0000225	Zebrafish.UniProt.renamed	Q9Y462	A7Y7X5
OG0000225	Zebrafish.UniProt.renamed	Q96JM3	A0A0R4ILE1, X1WC64
OG0000225	Zebrafish.UniProt.renamed	P08048, P17010	A0A8N7UR26, E7F557
OG0000226	Zebrafish.UniProt.renamed	P32455, Q9H0R5, P32456, Q96PP8, Q8N8V2, Q96PP9, Q6ZN66	A0A8M9Q4E9, E9QF26
OG0000228	Zebrafish.UniProt.renamed	P13637	Q4KMK4
OG0000228	Zebrafish.UniProt.renamed	P50993, Q13733	Q9DGL5
OG0000228	Zebrafish.UniProt.renamed	P20648, P54707, P05023	Q90X33
OG0000229	Zebrafish.UniProt.renamed	Q8NDA8, Q6ZUA9, A6NGR9, Q68CQ1, Q9H579, A6NES4, Q7Z745, Q9BYG7	A0A8M6Z208
OG0000230	Zebrafish.UniProt.renamed	P0DMV9, P0DMV8, P48741, P17066, P34931	A0A8M1NE33
OG0000230	Zebrafish.UniProt.renamed	P54652, P11142	Q90473
OG0000231	Zebrafish.UniProt.renamed	P17655	Q6DFZ8
OG0000231	Zebrafish.UniProt.renamed	A6NHC0, Q9UMQ6, Q6ZSI9, Q6MZZ7, A8MX76, P07384	Q7ZUR1
OG0000232	Zebrafish.UniProt.renamed	A0A1W2PQ72	X1WBH5, A0A8M1RQZ9, I3IST1, A0A8M1P3L9, A0A8M3AP29, A0A8M9QI12, A0A8M1RRE7, X1WCE1
OG0000237	Zebrafish.UniProt.renamed	Q4U2R8, Q8TCC7, Q9NSA0, Q96S37, Q63ZE4, Q8N4F4, Q8IVM8, Q6T423	Q6NYN7
OG0000238	Zebrafish.UniProt.renamed	Q6UWQ5, Q7Z4W2, Q8IXA5, Q96KX0, O75951, Q96QH8, P61626, P00709	Q90YS5
OG0000241	Zebrafish.UniProt.renamed	Q9UHC6	A0A8M3B6M0
OG0000241	Zebrafish.UniProt.renamed	Q8WYK1	A0A8M3AUM4
OG0000241	Zebrafish.UniProt.renamed	Q9C0A0, Q96NU0, A0A1B0GTE1, Q9BZ76	A0A8M2B1Z8
OG0000242	Zebrafish.UniProt.renamed	Q8N5D6	A2BIR9, A0A8M9QDS3, A0A8M6Z6Z5, A0A8M2BCD3, Q7SXD8, B0S7I1, A0A8M3ASD7, Q7ZTV7
OG0000244	Zebrafish.UniProt.renamed	P51589	Q5U3D5, Q5TZ86, Q5TZ85, Q7ZU60, A0A8M1PZ56, Q5TZ75, A0A8M9PPW9, Q803J0
OG0000245	Zebrafish.UniProt.renamed	P09871	Q4V9I1, A9JSU2
OG0000245	Zebrafish.UniProt.renamed	P48740	X1WH68
OG0000245	Zebrafish.UniProt.renamed	O00187	A0A8M1NGF4
OG0000246	Zebrafish.UniProt.renamed	O60840	A0A8M9PQW6
OG0000246	Zebrafish.UniProt.renamed	Q01668	A0A8M9PUS4
OG0000246	Zebrafish.UniProt.renamed	Q13936	A0A8M9Q050
OG0000246	Zebrafish.UniProt.renamed	Q13698	Q6RKB0, A0A8M2BFL7
OG0000247	Zebrafish.UniProt.renamed	Q9P1Z3	F6NQL8
OG0000247	Zebrafish.UniProt.renamed	Q9UL51	A0A8N7T6V3
OG0000247	Zebrafish.UniProt.renamed	O60741	A0A0R4IRW0
OG0000247	Zebrafish.UniProt.renamed	Q9Y3Q4	A0A8N7TEJ3, A0A8N7UQR8
OG0000248	Zebrafish.UniProt.renamed	P01584, Q9UHA7, Q9NZH8, Q9NZH7, Q9NZH6, Q8WWZ1, Q9UBH0, P18510	A0A8M1PI54
OG0000249	Zebrafish.UniProt.renamed	P02647, P06727	A0A8M9P1T6, A0A8M9NZC6, Q3B7G4, E9QJG3, A0A8M1PVB3, O42364, Q503V2
OG0000250	Zebrafish.UniProt.renamed	Q12913	A0A8M6YVV5, A0A8M9PYJ0, A0A8M9QGJ2, A0A8M9PV33, A0A8M6YYB8, A0A8M9P6I8, A0A8M6YWN1, A0A8M2BDT9
OG0000262	Zebrafish.UniProt.renamed	P21980, P16452, P49221, Q96PF1, O43548, O95932, Q08188	Q1ECX3
OG0000263	Zebrafish.UniProt.renamed	Q96JB3, Q8NAF0, Q8NCA9, Q96K58, Q7Z7K2, Q5TEC3	A9JT69, Q90W33
OG0000264	Zebrafish.UniProt.renamed	Q96HA1, A6NF01, A8CG34, P21754, Q6PJE2, Q96KW2, Q8N7R1	F1R543
OG0000265	Zebrafish.UniProt.renamed	P07339	Q8AWD9
OG0000265	Zebrafish.UniProt.renamed	P14091, P20142, P0DJD8, P0DJD9, P0DJD7	Q9DDE2
OG0000267	Zebrafish.UniProt.renamed	Q9Y2H9	A0A8M3AXQ6
OG0000267	Zebrafish.UniProt.renamed	Q6P0Q8	E7F723
OG0000267	Zebrafish.UniProt.renamed	O60307	A0A8M3AXH0
OG0000267	Zebrafish.UniProt.renamed	O15021	A0A8M3AZY5
OG0000268	Zebrafish.UniProt.renamed	Q96BM0, P09912, Q9H2X8, P40305	B8A492, A0A8M2B3Y9, B8A486, B8A489
OG0000270	Zebrafish.UniProt.renamed	P20151, P06870, A4D1T9, P07477, P07478, P35030, Q8NHM4	Q561Z7
OG0000272	Zebrafish.UniProt.renamed	P15085	Q4VBJ2, Q6PHV5
OG0000272	Zebrafish.UniProt.renamed	Q8WXQ8, Q9UI42, P48052	F1QVD7, Q6GMH9
OG0000273	Zebrafish.UniProt.renamed	P35749	A0A8M9QFE6
OG0000273	Zebrafish.UniProt.renamed	P35579	A0A8M2BLU9, A0A8M1QUS6
OG0000273	Zebrafish.UniProt.renamed	Q7Z406, P35580	A0A8M3BA62
OG0000274	Zebrafish.UniProt.renamed	Q53FZ2, Q6NUN0, Q6P461, P0C7M7, Q08AH1, Q08AH3, Q68CK6	A9JRA7
OG0000277	Zebrafish.UniProt.renamed	P12814	A0A8M2B3U1
OG0000277	Zebrafish.UniProt.renamed	Q08043	Q8AX99
OG0000277	Zebrafish.UniProt.renamed	P35609	Q2YDR5
OG0000277	Zebrafish.UniProt.renamed	O43707	A0A8M9QH30
OG0000278	Zebrafish.UniProt.renamed	Q15361	F1Q786, A0A286YBY6, A0A8M2BFX7, A0A0R4II19, A0A8M9QEY0, A0A8M9Q4X7, A0A8M6YYK8
OG0000279	Zebrafish.UniProt.renamed	P01024, Q6ZMU1	A0A0R4IMB2, A0A8M3ALC4, A0A8M1P7C1, F1QX13, Q3MU74, A0A8M1RQR9
OG0000280	Zebrafish.UniProt.renamed	O75164	F1QNG0
OG0000280	Zebrafish.UniProt.renamed	Q9H3R0, O94953, Q6B0I6, A0A1W2PPD8, B2RXH2	Q1LUQ0
OG0000283	Zebrafish.UniProt.renamed	P49792, O14715, Q99666, P0DJD1, P0DJD0, A6NKT7, Q7Z3J3	A0A8M9QJW3
OG0000284	Zebrafish.UniProt.renamed	Q13478	E7F5V6
OG0000284	Zebrafish.UniProt.renamed	Q9HB29, P14778, P27930, P18627, Q01638	A0A8M9Q5Q6
OG0000285	Zebrafish.UniProt.renamed	Q14126, Q02413, P32926, Q86SJ6	A0A8M9PT78, F1R480, H2EQR6, A0A8M2BIB6
OG0000286	Zebrafish.UniProt.renamed	Q460N3, Q460N5	A0A8M9Q6G2, A0A8M9PLM0, A0A8M9PA93, A0A8M9Q393, A0A8M6Z0S6, B0UYL3
OG0000287	Zebrafish.UniProt.renamed	Q9NT68	A0A8M9QKX8
OG0000287	Zebrafish.UniProt.renamed	Q9P273	Q9W7R4
OG0000287	Zebrafish.UniProt.renamed	Q6N022	Q9W7R3
OG0000287	Zebrafish.UniProt.renamed	Q9UKZ4	A0A8N7UV98
OG0000288	Zebrafish.UniProt.renamed	P22735	A0A8M1Q6T7, A0A8M9PX16, A0A8M3AVQ9, A0A8M3ANY3, A0A8M9PWI0, A0A8M3AV10, A0A2R8QKL9
OG0000289	Zebrafish.UniProt.renamed	P13987	A0A0G2L893, D2CRG0, A0A2R8QJM0, A0A2R8RTX1, A0A2R8QI72, A0A8M1P827, E7F2M5
OG0000290	Zebrafish.UniProt.renamed	Q9UNI1	Q6DHC9, A0A8M1RRV3, A3KPY8, A0A8M1P7N7, Q4QRH5, A0A8M9PRR3, Q6AZC0
OG0000291	Zebrafish.UniProt.renamed	O14625	A0A8M2BCY7, A0A0R4IQ43, A2BHJ6, A0A0G2KM47, A0A0G2KWZ2, B0R191, A0A0R4INB9
OG0000312	Zebrafish.UniProt.renamed	Q5VYY2, P38571, Q5VXI9, Q5W064, Q5VXJ0, P07098	Q7ZTR9
OG0000313	Zebrafish.UniProt.renamed	Q14831	U3N867
OG0000313	Zebrafish.UniProt.renamed	Q14833	A0A8N7UTB5
OG0000313	Zebrafish.UniProt.renamed	O00222	E7FH00
OG0000315	Zebrafish.UniProt.renamed	Q9Y2Z0, Q9H2J1, Q5SR53, Q8N769, Q3ZCU0, Q6ZUF6	Q5U3E4
OG0000316	Zebrafish.UniProt.renamed	P11766, P28332, P40394, P07327, P00325, P00326	Q6NXA6
OG0000317	Zebrafish.UniProt.renamed	P13584, Q02928, Q5TCH4, Q8N118, Q86W10, Q8N1L4	E7FB64
OG0000318	Zebrafish.UniProt.renamed	Q8N4U5	Q5RGW3
OG0000318	Zebrafish.UniProt.renamed	Q8WWU5, Q5H9J9, B4DZS4, Q9NUJ3	Q58EK1
OG0000319	Zebrafish.UniProt.renamed	Q9Y666	A0A8M2BA14
OG0000319	Zebrafish.UniProt.renamed	Q9H2X9	A0A8M9Q103
OG0000319	Zebrafish.UniProt.renamed	Q9UHW9, Q9UP95	F1QBW2
OG0000320	Zebrafish.UniProt.renamed	P18505	F1QPW7
OG0000320	Zebrafish.UniProt.renamed	P47870	A0A8M1N6N1
OG0000320	Zebrafish.UniProt.renamed	P28472	A0A8M2BDH7
OG0000321	Zebrafish.UniProt.renamed	P07910, B2RXH8, O60812, B7ZW38, P0DMR1	A0A8M9QBR5, A0A8M9Q728
OG0000322	Zebrafish.UniProt.renamed	Q99081	A0A0R4IBL7
OG0000322	Zebrafish.UniProt.renamed	P15884	A0A8M9P3H6
OG0000322	Zebrafish.UniProt.renamed	P15923	B1H1L4, Q90491
OG0000323	Zebrafish.UniProt.renamed	O75369	A0A8M6Z8T4, A0A8M9QDU6
OG0000323	Zebrafish.UniProt.renamed	P21333	A0A8M9PT53
OG0000323	Zebrafish.UniProt.renamed	Q14315	A0A8M9PHR9
OG0000324	Zebrafish.UniProt.renamed	P51812	A0A8M3AP68
OG0000324	Zebrafish.UniProt.renamed	Q9UK32	Q6PFQ0
OG0000324	Zebrafish.UniProt.renamed	Q15418, Q15349	E7F164
OG0000325	Zebrafish.UniProt.renamed	P26447, P29034, P33763, P06703, P33764	A3FKT8, Q6XG62
OG0000326	Zebrafish.UniProt.renamed	Q9Y4K4	A0A8M9Q9K2
OG0000326	Zebrafish.UniProt.renamed	Q8IVH8	A0A8M3B704
OG0000326	Zebrafish.UniProt.renamed	Q92918, Q12851	Q1RLZ2
OG0000328	Zebrafish.UniProt.renamed	P54278, Q68D20, Q13401, O95744, A4D2B8, A8MQ11	A0A8N7T7Z7
OG0000330	Zebrafish.UniProt.renamed	Q9UBS8	A0A8M1RS57, A0A8M2BKN8, A0A8M1RNU2, A0A8M9NYX7, A0A8M2BKN9, F1RB95
OG0000331	Zebrafish.UniProt.renamed	P52848	A0A0R4IR84
OG0000331	Zebrafish.UniProt.renamed	P52849	A0A8M9PU51
OG0000331	Zebrafish.UniProt.renamed	Q9H3R1, O95803	A0A8M9Q484
OG0000333	Zebrafish.UniProt.renamed	P20472	Q804W1, Q804W0, Q9I8V0, Q7ZT36, Q6IMW7, Q804V9
OG0000334	Zebrafish.UniProt.renamed	P50570	A0A8M9PHT6
OG0000334	Zebrafish.UniProt.renamed	Q9UQ16, Q05193, Q6ZS02, Q6PK57	A0A8M9PJL9
OG0000337	Zebrafish.UniProt.renamed	Q04726, A0A1W2PR48, Q9H808, Q04725, Q04724, Q04727	O13168
OG0000338	Zebrafish.UniProt.renamed	P20023, P17927, Q2VPA4, P08174, P04003, P15529	A0A8M3B6F5
OG0000340	Zebrafish.UniProt.renamed	Q8N436	A0A8M9Q9B3, A0A8M9P741
OG0000340	Zebrafish.UniProt.renamed	Q8IUX7, Q96SM3	A0A0R4IUK4, A0A8M9PYE2
OG0000341	Zebrafish.UniProt.renamed	P0CB38, Q96DU9, Q4VXU2, Q5JQF8, Q9H361, P11940	F1QB54
OG0000344	Zebrafish.UniProt.renamed	P04271, P25815, P29377, Q07283, Q5D862, Q86YZ3	Q6DGT8
OG0000345	Zebrafish.UniProt.renamed	Q14D33, Q96DX8, Q9BQQ7, P59025, Q5QGT7	A0A8N7T7H9, B3DKF1
OG0000346	Zebrafish.UniProt.renamed	Q9NYB5, F5H094, G3V0H7, Q9NPD5, Q9Y6L6, P46721	B3DJD4
OG0000347	Zebrafish.UniProt.renamed	P30838, P51648	Q90ZZ8, E9QH31
OG0000347	Zebrafish.UniProt.renamed	P43353, P48448	Q7ZU10
OG0000348	Zebrafish.UniProt.renamed	Q6NT55, Q08477, P78329, P98187, Q9HCS2, Q9HBI6	A3KP35
OG0000349	Zebrafish.UniProt.renamed	Q1A5X6	A0AUQ5
OG0000349	Zebrafish.UniProt.renamed	B3KU38, P0DPB3	A0A8M3BCY2, A0A8M6YZD9, Q568A8
OG0000350	Zebrafish.UniProt.renamed	P52789	Q7ZVL7
OG0000350	Zebrafish.UniProt.renamed	P19367	Q7ZUM3
OG0000350	Zebrafish.UniProt.renamed	Q2TB90	B8A5H6
OG0000351	Zebrafish.UniProt.renamed	M0QZC1	A0A8M9Q1H6, A0A8M9PYC8, A0A8M9QLI5
OG0000351	Zebrafish.UniProt.renamed	E7ERA6	A0A8M2BDI7, A0A8M2B978
OG0000352	Zebrafish.UniProt.renamed	P22749	A0A0K1H367, A0A0K1H345, E7FAR9, A0A8M9PV89, Q7T3Q1, A0A8M6YT64
OG0000353	Zebrafish.UniProt.renamed	P20020	A0A8M9Q5T9
OG0000353	Zebrafish.UniProt.renamed	Q16720	A0A8M9PWI4
OG0000353	Zebrafish.UniProt.renamed	Q01814	B2CZB8
OG0000354	Zebrafish.UniProt.renamed	O00534	A0A8M3ANV7, A0A8M9PNI2, A0A8M3B6Y1, A0A8M3AZF0, A0A8M6YYH8, Q66HV5
OG0000355	Zebrafish.UniProt.renamed	P02008	Q90487, Q6ZM17, Q7ZT21, Q7ZYZ4, F1Q6I6, Q6ZM13
OG0000356	Zebrafish.UniProt.renamed	Q14DG7, Q14C87, Q8N3T6, Q24JP5	X1WHI7, F1RAQ3, A0A8M9PLA5
OG0000357	Zebrafish.UniProt.renamed	Q9P1P5, Q9P1P4	Q5QNP9, Q5QNQ0, Q5QNP8, Q5QNQ1, Q5QNP2
OG0000358	Zebrafish.UniProt.renamed	A0A2Z4LIS9, O43524, P0CG31, Q9HBT8, Q9UJN7, A0A087WUV0	Q5I0F7
OG0000359	Zebrafish.UniProt.renamed	P23468	A0A8M6YYQ4, A0A8M9QDA1
OG0000359	Zebrafish.UniProt.renamed	Q13332	A0A8M9PJX4
OG0000359	Zebrafish.UniProt.renamed	P10586	A4IFW2
OG0000360	Zebrafish.UniProt.renamed	Q8NFU0	A0A8N7UT59
OG0000360	Zebrafish.UniProt.renamed	Q8NFU1	A0A8N7TBM7
OG0000360	Zebrafish.UniProt.renamed	Q8N1M1, O76090	A0A2R8Q9T0
OG0000361	Zebrafish.UniProt.renamed	Q13421, Q96KJ4	A0A8M9P818, A0A8M3B542, A0A8M9Q0M9, A0A8M6Z1S4, A0A8M9PTN4
OG0000362	Zebrafish.UniProt.renamed	O60755, O43603	A0A8M1QUY4, A0A8M3AZD9, A0A8M9PTM9, F1R332, E7F7V7
OG0000363	Zebrafish.UniProt.renamed	P48788	A0A8M2BA47, Q6DHU6, F1QCC0, Q6DHP2, Q5U3E9, Q7ZUR7
OG0000393	Zebrafish.UniProt.renamed	Q92904, Q13117, Q9NR90, Q86SG3, Q9NQZ3	Q9YGW7
OG0000394	Zebrafish.UniProt.renamed	P78348	Q708S7
OG0000394	Zebrafish.UniProt.renamed	Q9NY37, Q9UHC3, Q16515	Q708S5
OG0000398	Zebrafish.UniProt.renamed	O60885	F1R5H6
OG0000398	Zebrafish.UniProt.renamed	Q58F21, P25440	A8CYR1, A8CYR7
OG0000399	Zebrafish.UniProt.renamed	P51160	Q6P4P8
OG0000399	Zebrafish.UniProt.renamed	P16499	Q800E7
OG0000399	Zebrafish.UniProt.renamed	P35913	E7F5I9
OG0000401	Zebrafish.UniProt.renamed	Q9BWW7	A0A8M2BEX4, A0A8M1QRA5, A8WGA5, Q58EN9, Q6YI50
OG0000402	Zebrafish.UniProt.renamed	P30301, P55064, Q13520, P41181	Q4ZJI3, Q6DEI6
OG0000404	Zebrafish.UniProt.renamed	A0FGR9	B0UYL4
OG0000404	Zebrafish.UniProt.renamed	A0FGR8	A0A8M2BIQ8, A0A8M2BLR9, A0A8M9QCZ0
OG0000407	Zebrafish.UniProt.renamed	Q8WWZ7, Q8WWZ4, Q8N139, O94911, Q8IUA7	F1QEL5
OG0000408	Zebrafish.UniProt.renamed	P22626, A0A2R8Y4L2, P09651, Q32P51, P51991	A0A8M1P4F7
OG0000409	Zebrafish.UniProt.renamed	Q9Y2J8, Q9ULW8, Q9ULC6, Q6TGC4, Q9UM07	A0A8M2BJD0
OG0000411	Zebrafish.UniProt.renamed	Q9NYQ7	A0A8M3B4X6
OG0000411	Zebrafish.UniProt.renamed	Q9NYQ6	A0A8M3ARK0
OG0000411	Zebrafish.UniProt.renamed	Q9HCU4	A0JBX1
OG0000412	Zebrafish.UniProt.renamed	O60312	A0A8N7T882
OG0000412	Zebrafish.UniProt.renamed	O94823	E7FFI1
OG0000412	Zebrafish.UniProt.renamed	Q9P241	F1REW4
OG0000413	Zebrafish.UniProt.renamed	Q8TDI0	A0A8M3AXS2
OG0000413	Zebrafish.UniProt.renamed	Q12873	A0A8M3B137
OG0000413	Zebrafish.UniProt.renamed	Q14839	A0A8M9PRM2
OG0000414	Zebrafish.UniProt.renamed	P31629	A0A8M2B7M4, A0A8M9PEH8
OG0000414	Zebrafish.UniProt.renamed	Q5T1R4	A0A8M3AQU2, F1Q7V2
OG0000415	Zebrafish.UniProt.renamed	Q8TCY9, O60936, Q9BX69	I3IS45, A0A8M2BJH6, A0A0R4IA28
OG0000417	Zebrafish.UniProt.renamed	A8K2U0, Q6IE37, P20742, P01023	A0A8M9PLG1, A0A8M3B7H9
OG0000418	Zebrafish.UniProt.renamed	Q96G04, A6NEL3, Q9NVL1, Q8N7N1, P0C5J1	Q5XJN3
OG0000419	Zebrafish.UniProt.renamed	P12107	A0A8M2BA28
OG0000419	Zebrafish.UniProt.renamed	P25940, P13942, P20908	A0A8M9PD17
OG0000421	Zebrafish.UniProt.renamed	O15072	A0A8M9PJM4
OG0000421	Zebrafish.UniProt.renamed	O95450	A0A0R4ISF7
OG0000421	Zebrafish.UniProt.renamed	Q8WXS8	A0A8M6Z9G0
OG0000422	Zebrafish.UniProt.renamed	P05107	E7FCN5
OG0000422	Zebrafish.UniProt.renamed	P26010, P05556	A0A8M9PIF0, Q3YAA0
OG0000424	Zebrafish.UniProt.renamed	Q14643	A0A8M9QDR3
OG0000424	Zebrafish.UniProt.renamed	Q14571	A0A8M9PQQ3
OG0000424	Zebrafish.UniProt.renamed	Q14573	A0A8M6Z0J4
OG0000428	Zebrafish.UniProt.renamed	P01241, P01242, Q14406, P0DML3, P0DML2	Q1JQ34
OG0000429	Zebrafish.UniProt.renamed	Q00975	A0A8M3ASG9
OG0000429	Zebrafish.UniProt.renamed	O00555	A0A8M9PFQ8
OG0000429	Zebrafish.UniProt.renamed	Q15878	A0A8M6YZX9
OG0000430	Zebrafish.UniProt.renamed	Q6VEQ5, C4AMC7, A8K0Z3, Q9NQA3, A8MWX3	A4IG59
OG0000432	Zebrafish.UniProt.renamed	Q9NSD7	X1WG07, F1QMQ4, A0A8M9Q6X3, F1QQH4, B3DJ81
OG0000433	Zebrafish.UniProt.renamed	P42262	A0A286YAM5
OG0000433	Zebrafish.UniProt.renamed	P42261	A0A8M2BKK3
OG0000433	Zebrafish.UniProt.renamed	P42263	A0A286Y9Q6
OG0000434	Zebrafish.UniProt.renamed	P35212	Q7T2D7, Q7T047, Q5TYN8, Q5TYN9, Q5TYP1
OG0000437	Zebrafish.UniProt.renamed	Q8N568	A2A121
OG0000437	Zebrafish.UniProt.renamed	O15075	E9QBD0
OG0000437	Zebrafish.UniProt.renamed	O43602	A0A8M9P5P6
OG0000438	Zebrafish.UniProt.renamed	P31942, P52597, P31943, P55795	F1QFJ8, Q6P0V0
OG0000440	Zebrafish.UniProt.renamed	Q5RIA9, Q4V339, Q5JTY5, Q8IUF1, Q9BRT8	B0R0B1
OG0000443	Zebrafish.UniProt.renamed	Q9Y6N6	F1QPJ1
OG0000443	Zebrafish.UniProt.renamed	Q13753	A0A8M1RET4
OG0000443	Zebrafish.UniProt.renamed	P11047	Q1LVF0
OG0000445	Zebrafish.UniProt.renamed	Q9UPQ9	A0A8M9QJF1
OG0000445	Zebrafish.UniProt.renamed	Q8NDV7, Q9HCJ0	A0A8M3ATC8, A0A8M3AQR0
OG0000446	Zebrafish.UniProt.renamed	Q9H628	Q6DGN0, Q7T393, A0A8M1P3T8, Q1LV74, Q5RHY9
OG0000447	Zebrafish.UniProt.renamed	Q9UH73	A0A0R4IWI1
OG0000447	Zebrafish.UniProt.renamed	Q9H4W6, Q9HAK2, Q9BQW3	A0A8M9PVV6
OG0000448	Zebrafish.UniProt.renamed	Q96QA6	E7F3A4
OG0000448	Zebrafish.UniProt.renamed	P61236	Q6NWI4
OG0000448	Zebrafish.UniProt.renamed	O60688	Q6AXK6
OG0000449	Zebrafish.UniProt.renamed	Q86UK0	A0A8N7T793
OG0000449	Zebrafish.UniProt.renamed	Q86UQ4, Q8IZY2, O95477	B8A446
OG0000450	Zebrafish.UniProt.renamed	O15217, P08263, P09210, Q7RTV2, Q16772	F1R4Z8
OG0000452	Zebrafish.UniProt.renamed	Q6ZV65, Q8NA70, Q5HY64, A6NHR8, Q5JRC9	A0PJQ6
OG0000453	Zebrafish.UniProt.renamed	O14975	Q5PRD9
OG0000453	Zebrafish.UniProt.renamed	Q9Y2P5, Q5K4L6, Q9Y2P4	Q0P3V6
OG0000454	Zebrafish.UniProt.renamed	Q8TDW7	A0A2R8QAL3
OG0000454	Zebrafish.UniProt.renamed	Q9NYQ8	E7FB42
OG0000454	Zebrafish.UniProt.renamed	Q14517	A0A8M9PRG7
OG0000455	Zebrafish.UniProt.renamed	Q9Y226, Q9Y267	X1WCW3, A0A8M6YVM2, E7FBR6, Q5SNS7
OG0000456	Zebrafish.UniProt.renamed	Q9H0D2	A0A8M9Q4X3
OG0000456	Zebrafish.UniProt.renamed	Q6PJG2	A0A8M9QCK8, E7FFR7, F6P8Y5
OG0000457	Zebrafish.UniProt.renamed	Q9NYI0	A0A8M9PTT3
OG0000457	Zebrafish.UniProt.renamed	Q8NDX1, A5PKW4, Q9BQI7	A0A8M9QBB3
OG0000459	Zebrafish.UniProt.renamed	P54762	A0A8M6Z303
OG0000459	Zebrafish.UniProt.renamed	P54753, P54760	O73878, O73875
OG0000460	Zebrafish.UniProt.renamed	P51795	X1WEF7
OG0000460	Zebrafish.UniProt.renamed	P51790	A0A8M9Q887
OG0000460	Zebrafish.UniProt.renamed	P51793	Q08BG8
OG0000461	Zebrafish.UniProt.renamed	Q8NDX5	A0A8M3AQB7
OG0000461	Zebrafish.UniProt.renamed	Q8IXK0	Q8QHL5
OG0000461	Zebrafish.UniProt.renamed	P78364	E7F4T8
OG0000462	Zebrafish.UniProt.renamed	Q8TF72	K7X477
OG0000462	Zebrafish.UniProt.renamed	Q2M3G4, Q13796	A0A8M6YZQ7, E7F501
OG0000463	Zebrafish.UniProt.renamed	Q96F46	A0A8M9Q204, F2Z4X3, A0A8M6Z573
OG0000463	Zebrafish.UniProt.renamed	Q9NRM6	A0A8M9QEB5
OG0000464	Zebrafish.UniProt.renamed	P04746, P19961, P0DUB6, P0DTE7, P0DTE8	Q6P5J0
OG0000465	Zebrafish.UniProt.renamed	P04000, P0DN77, P0DN78, P04001	Q8AYN0, Q9W6A7
OG0000467	Zebrafish.UniProt.renamed	P68871, P02042, P02100, P69891, P69892	Q6ZM12
OG0000468	Zebrafish.UniProt.renamed	Q14195	Q52PJ5
OG0000468	Zebrafish.UniProt.renamed	Q14194, O14531, Q16555	A0A8M1RM42
OG0000469	Zebrafish.UniProt.renamed	Q9Y5Y7	A0A2R8QLT6, F1R2G7
OG0000469	Zebrafish.UniProt.renamed	P16070	E7F6T0, A0A8M6YYL8
OG0000470	Zebrafish.UniProt.renamed	Q9BXA6, Q6SA08, Q96PN8, Q96PF2, Q9BXA7	Q1LVI1
OG0000471	Zebrafish.UniProt.renamed	Q16280	Q0GFG2
OG0000471	Zebrafish.UniProt.renamed	P29973	E7FE78
OG0000471	Zebrafish.UniProt.renamed	Q16281	A0A8M2BDH8
OG0000472	Zebrafish.UniProt.renamed	P13797	Q6DG81
OG0000472	Zebrafish.UniProt.renamed	Q14651, P13796	Q6P698, A0A8M9PWJ9
OG0000473	Zebrafish.UniProt.renamed	Q9UKP6	E7F7E1, X1WBF1, A0A8M9QMZ8, A0A8M2BJE7, F1QSR0
OG0000474	Zebrafish.UniProt.renamed	Q9UPR5	A0A8M3AIS0
OG0000474	Zebrafish.UniProt.renamed	P57103	A0A8M2B340
OG0000474	Zebrafish.UniProt.renamed	P32418	Q32SG8
OG0000475	Zebrafish.UniProt.renamed	P21579, O00445, Q8N9I0	Q5TZ27, A3KQ92, A0A8M3AU90
OG0000476	Zebrafish.UniProt.renamed	O95180	A0A8M9Q5I3
OG0000476	Zebrafish.UniProt.renamed	Q9P0X4	A0A2R8Q1A5
OG0000476	Zebrafish.UniProt.renamed	O43497	A0A8M9QER1
OG0000477	Zebrafish.UniProt.renamed	Q6ZN04	A2RRV6
OG0000477	Zebrafish.UniProt.renamed	Q5U5Q3, Q86XN8	A0A8M6YWI6, A0A8M1RH44
OG0000478	Zebrafish.UniProt.renamed	Q9BV73	F1R371
OG0000478	Zebrafish.UniProt.renamed	Q8IVE0, Q5TZA2, H7BZ55	E7F2T0
OG0000479	Zebrafish.UniProt.renamed	Q13002	A0A2R8QF68, A0A8M9P836
OG0000479	Zebrafish.UniProt.renamed	Q13003, P39086	A0A8N7TB31
OG0000480	Zebrafish.UniProt.renamed	Q9P265	Q6NVJ5
OG0000480	Zebrafish.UniProt.renamed	Q14689	A0A8M3AVP4
OG0000480	Zebrafish.UniProt.renamed	Q9Y2E4	A0A8M3ANN8
OG0000481	Zebrafish.UniProt.renamed	A0A0C4DGP1, Q96HG1, P0DMW3, P0DMW5, P0DMW4	A0A0G2L765
OG0000482	Zebrafish.UniProt.renamed	A6NMD0, P13164, Q01628, C9JQL5, Q01629	A5WUL9
OG0000483	Zebrafish.UniProt.renamed	A0A590UK10, Q6ZSZ5	A0A8N7TD86, A0A8M3AXD6
OG0000483	Zebrafish.UniProt.renamed	Q8N1W1	A0A8M6YYE7
