Orthogroup	Human.UniProt.renamed	Zebrafish.UniProt.renamed
OG0000245	P09871	Q4V9I1, A9JSU2
OG0000245	P48740	X1WH68
OG0000245	O00187	A0A8M1NGF4
OG0000246	O60840	A0A8M9PQW6
OG0000246	Q01668	A0A8M9PUS4
OG0000246	Q13936	A0A8M9Q050
OG0000246	Q13698	Q6RKB0, A0A8M2BFL7
OG0000247	Q9P1Z3	F6NQL8
OG0000247	Q9UL51	A0A8N7T6V3
OG0000247	O60741	A0A0R4IRW0
OG0000247	Q9Y3Q4	A0A8N7TEJ3, A0A8N7UQR8
OG0000248	P01584, Q9UHA7, Q9NZH8, Q9NZH7, Q9NZH6, Q8WWZ1, Q9UBH0, P18510	A0A8M1PI54
OG0000249	P02647, P06727	A0A8M9P1T6, A0A8M9NZC6, Q3B7G4, E9QJG3, A0A8M1PVB3, O42364, Q503V2
OG0000250	Q12913	A0A8M6YVV5, A0A8M9PYJ0, A0A8M9QGJ2, A0A8M9PV33, A0A8M6YYB8, A0A8M9P6I8, A0A8M6YWN1, A0A8M2BDT9
OG0000262	P21980, P16452, P49221, Q96PF1, O43548, O95932, Q08188	Q1ECX3
OG0000263	Q96JB3, Q8NAF0, Q8NCA9, Q96K58, Q7Z7K2, Q5TEC3	A9JT69, Q90W33
OG0000264	Q96HA1, A6NF01, A8CG34, P21754, Q6PJE2, Q96KW2, Q8N7R1	F1R543
OG0000265	P07339	Q8AWD9
OG0000265	P14091, P20142, P0DJD8, P0DJD9, P0DJD7	Q9DDE2
OG0000267	Q9Y2H9	A0A8M3AXQ6
OG0000267	Q6P0Q8	E7F723
OG0000267	O60307	A0A8M3AXH0
OG0000267	O15021	A0A8M3AZY5
OG0000268	Q96BM0, P09912, Q9H2X8, P40305	B8A492, A0A8M2B3Y9, B8A486, B8A489
OG0000270	P20151, P06870, A4D1T9, P07477, P07478, P35030, Q8NHM4	Q561Z7
OG0000272	P15085	Q4VBJ2, Q6PHV5
OG0000272	Q8WXQ8, Q9UI42, P48052	F1QVD7, Q6GMH9
OG0000273	P35749	A0A8M9QFE6
OG0000273	P35579	A0A8M2BLU9, A0A8M1QUS6
OG0000273	Q7Z406, P35580	A0A8M3BA62
OG0000274	Q53FZ2, Q6NUN0, Q6P461, P0C7M7, Q08AH1, Q08AH3, Q68CK6	A9JRA7
OG0000277	P12814	A0A8M2B3U1
OG0000277	Q08043	Q8AX99
OG0000277	P35609	Q2YDR5
OG0000277	O43707	A0A8M9QH30
OG0000278	Q15361	F1Q786, A0A286YBY6, A0A8M2BFX7, A0A0R4II19, A0A8M9QEY0, A0A8M9Q4X7, A0A8M6YYK8
OG0000279	P01024, Q6ZMU1	A0A0R4IMB2, A0A8M3ALC4, A0A8M1P7C1, F1QX13, Q3MU74, A0A8M1RQR9
OG0000280	O75164	F1QNG0
OG0000280	Q9H3R0, O94953, Q6B0I6, A0A1W2PPD8, B2RXH2	Q1LUQ0
OG0000283	P49792, O14715, Q99666, P0DJD1, P0DJD0, A6NKT7, Q7Z3J3	A0A8M9QJW3
OG0000284	Q13478	E7F5V6
OG0000284	Q9HB29, P14778, P27930, P18627, Q01638	A0A8M9Q5Q6
OG0000285	Q14126, Q02413, P32926, Q86SJ6	A0A8M9PT78, F1R480, H2EQR6, A0A8M2BIB6
OG0000286	Q460N3, Q460N5	A0A8M9Q6G2, A0A8M9PLM0, A0A8M9PA93, A0A8M9Q393, A0A8M6Z0S6, B0UYL3
OG0000287	Q9NT68	A0A8M9QKX8
OG0000287	Q9P273	Q9W7R4
OG0000287	Q6N022	Q9W7R3
OG0000287	Q9UKZ4	A0A8N7UV98
OG0000288	P22735	A0A8M1Q6T7, A0A8M9PX16, A0A8M3AVQ9, A0A8M3ANY3, A0A8M9PWI0, A0A8M3AV10, A0A2R8QKL9
OG0000289	P13987	A0A0G2L893, D2CRG0, A0A2R8QJM0, A0A2R8RTX1, A0A2R8QI72, A0A8M1P827, E7F2M5
OG0000290	Q9UNI1	Q6DHC9, A0A8M1RRV3, A3KPY8, A0A8M1P7N7, Q4QRH5, A0A8M9PRR3, Q6AZC0
OG0000291	O14625	A0A8M2BCY7, A0A0R4IQ43, A2BHJ6, A0A0G2KM47, A0A0G2KWZ2, B0R191, A0A0R4INB9
OG0000312	Q5VYY2, P38571, Q5VXI9, Q5W064, Q5VXJ0, P07098	Q7ZTR9
OG0000313	Q14831	U3N867
OG0000313	Q14833	A0A8N7UTB5
OG0000313	O00222	E7FH00
OG0000315	Q9Y2Z0, Q9H2J1, Q5SR53, Q8N769, Q3ZCU0, Q6ZUF6	Q5U3E4
OG0000316	P11766, P28332, P40394, P07327, P00325, P00326	Q6NXA6
OG0000317	P13584, Q02928, Q5TCH4, Q8N118, Q86W10, Q8N1L4	E7FB64
OG0000318	Q8N4U5	Q5RGW3
OG0000318	Q8WWU5, Q5H9J9, B4DZS4, Q9NUJ3	Q58EK1
OG0000319	Q9Y666	A0A8M2BA14
OG0000319	Q9H2X9	A0A8M9Q103
OG0000319	Q9UHW9, Q9UP95	F1QBW2
OG0000320	P18505	F1QPW7
OG0000320	P47870	A0A8M1N6N1
OG0000320	P28472	A0A8M2BDH7
OG0000321	P07910, B2RXH8, O60812, B7ZW38, P0DMR1	A0A8M9QBR5, A0A8M9Q728
OG0000322	Q99081	A0A0R4IBL7
OG0000322	P15884	A0A8M9P3H6
OG0000322	P15923	B1H1L4, Q90491
OG0000323	O75369	A0A8M6Z8T4, A0A8M9QDU6
OG0000323	P21333	A0A8M9PT53
OG0000323	Q14315	A0A8M9PHR9
OG0000324	P51812	A0A8M3AP68
OG0000324	Q9UK32	Q6PFQ0
OG0000324	Q15418, Q15349	E7F164
OG0000325	P26447, P29034, P33763, P06703, P33764	A3FKT8, Q6XG62
OG0000326	Q9Y4K4	A0A8M9Q9K2
OG0000326	Q8IVH8	A0A8M3B704
OG0000326	Q92918, Q12851	Q1RLZ2
OG0000328	P54278, Q68D20, Q13401, O95744, A4D2B8, A8MQ11	A0A8N7T7Z7
OG0000330	Q9UBS8	A0A8M1RS57, A0A8M2BKN8, A0A8M1RNU2, A0A8M9NYX7, A0A8M2BKN9, F1RB95
OG0000331	P52848	A0A0R4IR84
OG0000331	P52849	A0A8M9PU51
OG0000331	Q9H3R1, O95803	A0A8M9Q484
OG0000333	P20472	Q804W1, Q804W0, Q9I8V0, Q7ZT36, Q6IMW7, Q804V9
OG0000334	P50570	A0A8M9PHT6
OG0000334	Q9UQ16, Q05193, Q6ZS02, Q6PK57	A0A8M9PJL9
OG0000337	Q04726, A0A1W2PR48, Q9H808, Q04725, Q04724, Q04727	O13168
OG0000338	P20023, P17927, Q2VPA4, P08174, P04003, P15529	A0A8M3B6F5
OG0000340	Q8N436	A0A8M9Q9B3, A0A8M9P741
OG0000340	Q8IUX7, Q96SM3	A0A0R4IUK4, A0A8M9PYE2
OG0000341	P0CB38, Q96DU9, Q4VXU2, Q5JQF8, Q9H361, P11940	F1QB54
OG0000344	P04271, P25815, P29377, Q07283, Q5D862, Q86YZ3	Q6DGT8
OG0000345	Q14D33, Q96DX8, Q9BQQ7, P59025, Q5QGT7	A0A8N7T7H9, B3DKF1
OG0000346	Q9NYB5, F5H094, G3V0H7, Q9NPD5, Q9Y6L6, P46721	B3DJD4
OG0000347	P30838, P51648	Q90ZZ8, E9QH31
OG0000347	P43353, P48448	Q7ZU10
OG0000348	Q6NT55, Q08477, P78329, P98187, Q9HCS2, Q9HBI6	A3KP35
OG0000349	Q1A5X6	A0AUQ5
OG0000349	B3KU38, P0DPB3	A0A8M3BCY2, A0A8M6YZD9, Q568A8
OG0000350	P52789	Q7ZVL7
OG0000350	P19367	Q7ZUM3
OG0000350	Q2TB90	B8A5H6
OG0000351	M0QZC1	A0A8M9Q1H6, A0A8M9PYC8, A0A8M9QLI5
OG0000351	E7ERA6	A0A8M2BDI7, A0A8M2B978
OG0000352	P22749	A0A0K1H367, A0A0K1H345, E7FAR9, A0A8M9PV89, Q7T3Q1, A0A8M6YT64
OG0000353	P20020	A0A8M9Q5T9
OG0000353	Q16720	A0A8M9PWI4
OG0000353	Q01814	B2CZB8
OG0000354	O00534	A0A8M3ANV7, A0A8M9PNI2, A0A8M3B6Y1, A0A8M3AZF0, A0A8M6YYH8, Q66HV5
OG0000355	P02008	Q90487, Q6ZM17, Q7ZT21, Q7ZYZ4, F1Q6I6, Q6ZM13
OG0000356	Q14DG7, Q14C87, Q8N3T6, Q24JP5	X1WHI7, F1RAQ3, A0A8M9PLA5
OG0000357	Q9P1P5, Q9P1P4	Q5QNP9, Q5QNQ0, Q5QNP8, Q5QNQ1, Q5QNP2
OG0000358	A0A2Z4LIS9, O43524, P0CG31, Q9HBT8, Q9UJN7, A0A087WUV0	Q5I0F7
OG0000359	P23468	A0A8M6YYQ4, A0A8M9QDA1
OG0000359	Q13332	A0A8M9PJX4
OG0000359	P10586	A4IFW2
OG0000360	Q8NFU0	A0A8N7UT59
OG0000360	Q8NFU1	A0A8N7TBM7
OG0000360	Q8N1M1, O76090	A0A2R8Q9T0
OG0000361	Q13421, Q96KJ4	A0A8M9P818, A0A8M3B542, A0A8M9Q0M9, A0A8M6Z1S4, A0A8M9PTN4
OG0000362	O60755, O43603	A0A8M1QUY4, A0A8M3AZD9, A0A8M9PTM9, F1R332, E7F7V7
OG0000363	P48788	A0A8M2BA47, Q6DHU6, F1QCC0, Q6DHP2, Q5U3E9, Q7ZUR7
OG0000393	Q92904, Q13117, Q9NR90, Q86SG3, Q9NQZ3	Q9YGW7
OG0000394	P78348	Q708S7
OG0000394	Q9NY37, Q9UHC3, Q16515	Q708S5
OG0000398	O60885	F1R5H6
OG0000398	Q58F21, P25440	A8CYR1, A8CYR7
OG0000399	P51160	Q6P4P8
OG0000399	P16499	Q800E7
OG0000399	P35913	E7F5I9
OG0000401	Q9BWW7	A0A8M2BEX4, A0A8M1QRA5, A8WGA5, Q58EN9, Q6YI50
OG0000402	P30301, P55064, Q13520, P41181	Q4ZJI3, Q6DEI6
OG0000404	A0FGR9	B0UYL4
OG0000404	A0FGR8	A0A8M2BIQ8, A0A8M2BLR9, A0A8M9QCZ0
OG0000407	Q8WWZ7, Q8WWZ4, Q8N139, O94911, Q8IUA7	F1QEL5
OG0000408	P22626, A0A2R8Y4L2, P09651, Q32P51, P51991	A0A8M1P4F7
OG0000409	Q9Y2J8, Q9ULW8, Q9ULC6, Q6TGC4, Q9UM07	A0A8M2BJD0
OG0000411	Q9NYQ7	A0A8M3B4X6
OG0000411	Q9NYQ6	A0A8M3ARK0
OG0000411	Q9HCU4	A0JBX1
OG0000412	O60312	A0A8N7T882
OG0000412	O94823	E7FFI1
OG0000412	Q9P241	F1REW4
OG0000413	Q8TDI0	A0A8M3AXS2
OG0000413	Q12873	A0A8M3B137
OG0000413	Q14839	A0A8M9PRM2
OG0000414	P31629	A0A8M2B7M4, A0A8M9PEH8
OG0000414	Q5T1R4	A0A8M3AQU2, F1Q7V2
OG0000415	Q8TCY9, O60936, Q9BX69	I3IS45, A0A8M2BJH6, A0A0R4IA28
OG0000417	A8K2U0, Q6IE37, P20742, P01023	A0A8M9PLG1, A0A8M3B7H9
OG0000418	Q96G04, A6NEL3, Q9NVL1, Q8N7N1, P0C5J1	Q5XJN3
OG0000419	P12107	A0A8M2BA28
OG0000419	P25940, P13942, P20908	A0A8M9PD17
OG0000421	O15072	A0A8M9PJM4
OG0000421	O95450	A0A0R4ISF7
OG0000421	Q8WXS8	A0A8M6Z9G0
OG0000422	P05107	E7FCN5
OG0000422	P26010, P05556	A0A8M9PIF0, Q3YAA0
OG0000424	Q14643	A0A8M9QDR3
OG0000424	Q14571	A0A8M9PQQ3
OG0000424	Q14573	A0A8M6Z0J4
OG0000428	P01241, P01242, Q14406, P0DML3, P0DML2	Q1JQ34
OG0000429	Q00975	A0A8M3ASG9
OG0000429	O00555	A0A8M9PFQ8
OG0000429	Q15878	A0A8M6YZX9
OG0000430	Q6VEQ5, C4AMC7, A8K0Z3, Q9NQA3, A8MWX3	A4IG59
OG0000432	Q9NSD7	X1WG07, F1QMQ4, A0A8M9Q6X3, F1QQH4, B3DJ81
OG0000433	P42262	A0A286YAM5
OG0000433	P42261	A0A8M2BKK3
OG0000433	P42263	A0A286Y9Q6
OG0000434	P35212	Q7T2D7, Q7T047, Q5TYN8, Q5TYN9, Q5TYP1
OG0000437	Q8N568	A2A121
OG0000437	O15075	E9QBD0
OG0000437	O43602	A0A8M9P5P6
OG0000438	P31942, P52597, P31943, P55795	F1QFJ8, Q6P0V0
OG0000440	Q5RIA9, Q4V339, Q5JTY5, Q8IUF1, Q9BRT8	B0R0B1
OG0000443	Q9Y6N6	F1QPJ1
OG0000443	Q13753	A0A8M1RET4
OG0000443	P11047	Q1LVF0
OG0000445	Q9UPQ9	A0A8M9QJF1
OG0000445	Q8NDV7, Q9HCJ0	A0A8M3ATC8, A0A8M3AQR0
OG0000446	Q9H628	Q6DGN0, Q7T393, A0A8M1P3T8, Q1LV74, Q5RHY9
OG0000447	Q9UH73	A0A0R4IWI1
OG0000447	Q9H4W6, Q9HAK2, Q9BQW3	A0A8M9PVV6
OG0000448	Q96QA6	E7F3A4
OG0000448	P61236	Q6NWI4
OG0000448	O60688	Q6AXK6
OG0000449	Q86UK0	A0A8N7T793
OG0000449	Q86UQ4, Q8IZY2, O95477	B8A446
OG0000450	O15217, P08263, P09210, Q7RTV2, Q16772	F1R4Z8
OG0000452	Q6ZV65, Q8NA70, Q5HY64, A6NHR8, Q5JRC9	A0PJQ6
OG0000453	O14975	Q5PRD9
OG0000453	Q9Y2P5, Q5K4L6, Q9Y2P4	Q0P3V6
OG0000454	Q8TDW7	A0A2R8QAL3
OG0000454	Q9NYQ8	E7FB42
OG0000454	Q14517	A0A8M9PRG7
OG0000455	Q9Y226, Q9Y267	X1WCW3, A0A8M6YVM2, E7FBR6, Q5SNS7
OG0000456	Q9H0D2	A0A8M9Q4X3
OG0000456	Q6PJG2	A0A8M9QCK8, E7FFR7, F6P8Y5
OG0000457	Q9NYI0	A0A8M9PTT3
OG0000457	Q8NDX1, A5PKW4, Q9BQI7	A0A8M9QBB3
OG0000459	P54762	A0A8M6Z303
OG0000459	P54753, P54760	O73878, O73875
OG0000460	P51795	X1WEF7
OG0000460	P51790	A0A8M9Q887
OG0000460	P51793	Q08BG8
OG0000461	Q8NDX5	A0A8M3AQB7
OG0000461	Q8IXK0	Q8QHL5
OG0000461	P78364	E7F4T8
OG0000462	Q8TF72	K7X477
OG0000462	Q2M3G4, Q13796	A0A8M6YZQ7, E7F501
OG0000463	Q96F46	A0A8M9Q204, F2Z4X3, A0A8M6Z573
OG0000463	Q9NRM6	A0A8M9QEB5
OG0000464	P04746, P19961, P0DUB6, P0DTE7, P0DTE8	Q6P5J0
OG0000465	P04000, P0DN77, P0DN78, P04001	Q8AYN0, Q9W6A7
OG0000467	P68871, P02042, P02100, P69891, P69892	Q6ZM12
OG0000468	Q14195	Q52PJ5
OG0000468	Q14194, O14531, Q16555	A0A8M1RM42
OG0000469	Q9Y5Y7	A0A2R8QLT6, F1R2G7
OG0000469	P16070	E7F6T0, A0A8M6YYL8
OG0000470	Q9BXA6, Q6SA08, Q96PN8, Q96PF2, Q9BXA7	Q1LVI1
OG0000471	Q16280	Q0GFG2
OG0000471	P29973	E7FE78
OG0000471	Q16281	A0A8M2BDH8
OG0000472	P13797	Q6DG81
OG0000472	Q14651, P13796	Q6P698, A0A8M9PWJ9
OG0000473	Q9UKP6	E7F7E1, X1WBF1, A0A8M9QMZ8, A0A8M2BJE7, F1QSR0
OG0000474	Q9UPR5	A0A8M3AIS0
OG0000474	P57103	A0A8M2B340
OG0000474	P32418	Q32SG8
OG0000475	P21579, O00445, Q8N9I0	Q5TZ27, A3KQ92, A0A8M3AU90
OG0000476	O95180	A0A8M9Q5I3
OG0000476	Q9P0X4	A0A2R8Q1A5
OG0000476	O43497	A0A8M9QER1
OG0000477	Q6ZN04	A2RRV6
OG0000477	Q5U5Q3, Q86XN8	A0A8M6YWI6, A0A8M1RH44
OG0000478	Q9BV73	F1R371
OG0000478	Q8IVE0, Q5TZA2, H7BZ55	E7F2T0
OG0000479	Q13002	A0A2R8QF68, A0A8M9P836
OG0000479	Q13003, P39086	A0A8N7TB31
OG0000480	Q9P265	Q6NVJ5
OG0000480	Q14689	A0A8M3AVP4
OG0000480	Q9Y2E4	A0A8M3ANN8
OG0000481	A0A0C4DGP1, Q96HG1, P0DMW3, P0DMW5, P0DMW4	A0A0G2L765
OG0000482	A6NMD0, P13164, Q01628, C9JQL5, Q01629	A5WUL9
OG0000483	A0A590UK10, Q6ZSZ5	A0A8N7TD86, A0A8M3AXD6
OG0000483	Q8N1W1	A0A8M6YYE7
OG0000484	Q9Y6T7	A0A8M9P7J8
OG0000484	P49619, P23743	A0A8M6Z984, A0A2R8Q6S0
OG0000486	P21145, Q13021	F1QHP6, A2VD46, Q66ID0, Q567J3
OG0000487	Q68DA7	A0A8M9PS00, A0A8N7UUW0, A0A8M2BLU5, A0A8M1QHL6, A0A8M2BKU0
OG0000488	Q3L8U1	A0A8M2BGA5
OG0000488	Q9P2D1	F1QGL1
OG0000488	Q9HCK8	B0R0I6
OG0000489	Q00G26, O60664, Q96Q06	F1QGJ3
OG0000489	Q99541	F1QWT0
OG0000490	Q96PY5	A0A8M6Z0B9
OG0000490	O95466	I3ITQ8
OG0000490	Q8IVF7	Q6NXC0
OG0000491	Q9ULH7	U3JAU7, E7F442
OG0000491	Q969V6	A0A8M9QIR6, A0A8M9PXR9
OG0000492	Q8IUN9, P07306, P07307	A0A8M9QF29, A0A8M1PUR5, F8W3Q0
OG0000493	Q2Y0W8	E7FGE7
OG0000493	Q9Y6M7	A0A8M9PN97
OG0000493	Q6U841	A0A8M1RNL2
OG0000494	O95471	Q9YH92, Q6DHP1
OG0000494	O95832, Q9Y5I7	Q90XQ8
OG0000495	Q5HY92	Q503S1
OG0000495	A6NMB9	A0A8M2BD28, A0A8M1RNG2, E9QEA3
OG0000496	P24298	A0A8M2BIT1, A0A8M9PI15, A0A0R4IKG8
OG0000496	Q8TD30	A0A8M1NDP9
OG0000497	Q06520, O00204	E7F734, A0EXC5, A4FUP0, F1QV04
OG0000498	Q15413	A0A8M3ALN1
OG0000498	Q92736	A0A8M9PWM5
OG0000498	P21817	A0A8M9QL69
OG0000499	P55268	A0A8M2B8V2
OG0000499	A4D0S4	Q8JHV6
OG0000499	P07942	Q8JHV7
OG0000500	Q9BSI4	F1R9M2, A0A8M9QBN8, A0A8M1NHE3, H0WER0, A0A8M2BBP5
OG0000501	Q9Y6A2	A0A0N4SU47, A0A8M3AW06, A0A8M2B763, Q504G3, Q1JPS3
OG0000502	Q96P68	B8JKA2, Q1RLT8, B8JKA1, A0A8M9PA55, A0A8M9Q4R4
OG0000503	Q9Y694	A0A8M1Q7J2, A0A8M9PNM2, F1QS93, A0A8M1PS65, A4IG77
OG0000504	Q8IZF4, Q9Y653	A0A8M2BE40, A0A8M9QLH0
OG0000504	Q86Y34	A0A8M9QI43
OG0000505	Q8IZJ4, Q12967	A0A8M2BF59, A0A8M3AL55, A0A8M3BBA7, A0A8M9P410
OG0000506	P55283	A1L1M6
OG0000506	P19022	Q90275
OG0000506	P55291	E9QEL7
OG0000507	Q9H7F0, Q4VNC1, Q4VNC0	A0A8M3AXS1, A0A8M2BLP9, A0A8M1RMY6
OG0000508	O60486	A0A8M3ARP5, A0A8M6YX91, A0A8M2BC10, A0A8M3B901, A0A8M6Z616
OG0000509	Q9UP65	A0A8M9Q5W4, A0A0R4IGS2, A0A8M9PK18, A0A8M9QA14, A0A8M9PGT1
OG0000510	Q6ZMB0, Q9Y2A9	A8KB44, B0UXE8, B0UXE0, A0A8M2BEV7
OG0000511	Q9UQ49	Q4V9A4, A0A0R4IGG5, A0JMM3, A0A2R8QGI8, I3ITP7
OG0000512	Q9H4Z2	A0A8M6Z2A9, A0A8M9Q3W7, A0A8M9QIY2, A0A8M9QE57, A0A8M2BEI4
OG0000513	Q9Y5S1, Q8NER1	B6RTA2
OG0000513	Q8NET8, Q9HBA0	A0A8M2BCH8
OG0000548	Q9P0K7	F1R8J7
OG0000548	Q8N283, Q8TF21	A0A8M9PSG1
OG0000549	O95757	X1WBR5
OG0000549	Q92598, P34932	Q7ZU46
OG0000550	Q7Z4L0, P10176	F8W4B6, X1WER9, E9QFA6
OG0000551	Q13467	B3DIG4
OG0000551	Q9H461	Q9PWK6, Q9YI00
OG0000552	Q8TAD2, Q9UHF5, Q9P0M4, Q9H293	Q5TKT1
OG0000553	P51843	A3KNP5
OG0000553	Q15466	F8W3I2, A0A8M1Q7C6
OG0000554	Q13434, Q13064, Q9UHC7, Q6NVV0	Q4VBT5
OG0000555	Q9Y566	A0A8M9PRS2, A0A8M9PU89
OG0000555	Q9UPX8	A0A8M9P6G4
OG0000556	Q13507	A0A8M1P0G4
OG0000556	Q9Y210, Q9HCX4	U3N9R0
OG0000557	P32243, O43186, A6NJG6, A8MZ59	Q91981
OG0000558	Q8N7R7, Q5T2Q4, A0A8V8TMC4, P0C7X3	Q08CI4
OG0000559	O14497	A0A8M9PSC1, A0A8M9PDQ2
OG0000559	Q8NFD5	A0A8M2B773
OG0000560	Q9Y657, Q5JUX0, Q99865, Q9BPZ2	A0A8M1PRR3
OG0000562	Q7Z7E8, Q8WVN8, A0A0G2JLW4	A0A8M9PA27, X1WFM4
OG0000565	Q9UNH5	A0A0R4IVA4
OG0000565	A4D256, O60729	A0A8M2BE48
OG0000566	P30837, P05091	Q7SXU3, A0A8M3APD8, Q6TH48
OG0000567	P16615	A0A0R4IQS8
OG0000567	Q93084, O14983	Q642Z0
OG0000568	Q8WWQ8	F6P8Y7, A0A8M6YY82
OG0000568	Q9NY15	E0CZJ3
OG0000569	Q9P0S9, Q6UXP3, Q9NUH8, A8MWL7	Q0P436
OG0000570	Q9Y4K1	F1QAH5
OG0000570	Q68DQ2, Q8N1P7	A0A8M3AL91
OG0000571	Q8NB50, Q96SL8, Q9NSD4, P10075	A0A8M6YV18
OG0000572	Q9Y485	A0A8M9PIH9, A0A8M1RSP3
OG0000572	Q8TDJ6	U5U756
OG0000574	A6NCL7, A6NHS1, Q3C1V9	A0A8M9PLN2, A0A8N7UVK1
OG0000575	O43866	A0A8M6Z5Q0, A0A8M9PHL7, A0A8M2BBW9, A0A8M2BH24
OG0000576	Q9UDY2	A0A8M3B637, Q6DHS7
OG0000576	O95049	A0A8M2BHQ8
OG0000577	P30711, P0CG29, P0CG30	E7EZ94, Q6PH41
OG0000578	Q99733, Q96NT1, Q9ULW6, A6NFF2	Q5U3U9
OG0000580	P54793, Q5FYA8, P51689, P51690	A0A8M1RIV1
OG0000583	O60427, Q9Y5Q0, O95864, A8MWK0	Q9DEX7
OG0000584	P56715	E7F542, A0A8M2BH38, A0A8M2BAJ4, A0A8M3BC55
OG0000585	Q13268, Q9BTZ2, Q6PKH6, P0CG22	F1Q8N0
OG0000586	Q52LJ0	A0PJS3
OG0000586	Q17RN3, Q8NCA5	X1WEE6
OG0000587	Q9BXI6, Q8IV04, Q4KMP7	A0A8N7TB33, A0A8M3BBZ7
OG0000588	Q9NRQ2, O15162, Q9NRY7	A0A8M1RIG7, X1WGC6
OG0000590	Q86Y82	A5PMJ7, E7F0D3
OG0000590	O15400	A0A0A0MPL4
OG0000591	Q02318	E9QJ06, F1QAE0, E9QG08, F1Q7H1
OG0000592	Q2PZI1, Q6NXN4, Q6NUT2, Q6ZN68	Q6DRN1
OG0000594	O60241	A0A8M9PGQ1, A0A8M2BLY2
OG0000594	O60242	A0A8M1RNS0
OG0000595	Q9NVV9, Q9H0W7, Q7Z6K1, Q8NA92	Q1JPT7
OG0000596	Q9UBU9, Q9H4D5, Q9H1B4, Q9GZY0	F1Q7H6
OG0000597	Q86VI3	A0A0F7EVQ6
OG0000597	Q13576, P46940	A0A0F7C9F3
OG0000598	Q14202, Q5VZL5, Q5SVZ6, O95789	E7FA89
OG0000599	Q8NF50	F1QJ79
OG0000599	Q96HP0, Q96N67	A0A8M9Q6X7
OG0000600	Q7Z407	A0A8M9PNP5
OG0000600	Q96PZ7, Q7Z408	A0A8N7UT85
OG0000601	P20701, P11215, P20702, Q13349	A0A8M2BI95
OG0000602	Q9P0L2	A9JR88
OG0000602	Q7KZI7	A0A8M3BAY8, A0A8M3B4V1
OG0000603	P11166, P14672, Q8TDB8, P11169	F1R0Q1
OG0000604	Q14185	A8E1V6
OG0000604	Q92608, Q9H7D0	A8E1V7
OG0000605	O76054, Q9UDX4, Q9UDX3, B5MCN3	A2BIR0
OG0000606	Q9BZ11	A0A8M2BLN1, A0A8M2BJN9
OG0000606	Q9H013	F1Q4N9
OG0000607	P13497	Q2ABP1
OG0000607	Q9Y6L7, O43897	O57460
OG0000608	A0A024RBG1, Q9NZJ9, Q8NFP7, Q96G61	Q66JN9
OG0000609	Q8N3J6, Q0VAQ4, Q8N126	A0A8M2B1M0, A0A8M2B3K2
OG0000610	P12036	Q7SZP4
OG0000610	Q16352	A2ATX5, F1Q8F1
OG0000611	Q8ND82, Q6N043, Q86YH2, P59817	A0A8M2BDY8
OG0000613	O14647	A0A8M9PQC3
OG0000613	O14646, Q86WR6	A0A8M3B604
OG0000614	Q6P9H4	A8WG10
OG0000614	Q8WWN9, G9CGD6	A0A8M9PHJ9
OG0000615	Q7Z7K6, A0A0U1RRI6, P0DPI3, A0A0U1RR11	A0A8M9QES7
OG0000616	O43921	P79727, A0A8M9PAP8
OG0000616	P52798	A0A8M1Q7R4
OG0000618	Q99571	Q98TZ0
OG0000618	O15547, P51575	Q7SZM0
OG0000619	P02462	A0A8N7UT91
OG0000619	Q01955, P29400	A0A8M9QBN0
OG0000621	Q7Z442, Q9NTG1, Q7Z443	E7F2U9, A0A2R8Q5E7
OG0000622	O14990, Q96PQ5, Q6NXS1, P41236	Q6P0J0
OG0000623	Q8N328, Q6P3X8, Q96JS3	A0A8M2B6L3, A0A8M1RP73
OG0000624	Q9Y691, Q16558, Q86W47, Q9NPA1	A0A8M2BK33
OG0000625	Q8TF44, B7Z1M9	A0A8M2BI01, A0A8M2B9A9, F1R2G1
OG0000626	P14406, O60397	A0A2R8Q5H6, Q08CE7, Q504B4
OG0000628	Q86VL8, Q96FL8	A1L1P9, U3Q0C3, X1WEU3
OG0000629	C9JDP6, Q8N7P3, A6NM45	B0V349, A0A8M9PY60
OG0000631	P02786	Q32PQ5, Q5MPX4
OG0000631	Q9UP52	Q5MPX2
OG0000634	P33897	F1RBC8
OG0000634	Q9UBJ2	A0A8M2BLU3, A0A8M1RT23
OG0000635	Q32P28	A0A0R4I9E8
OG0000635	Q8IVL6, Q8IVL5	A0A0R4IJJ1
OG0000636	Q8TCT7	F1QYI0
OG0000636	Q8IUH8, Q8TCT8	Q32LU5
OG0000637	Q9NZI7	A3KPT8
OG0000637	Q9NZI6, Q12800	E7EYC1
OG0000639	O14786	Q8QFX6, A0A8M9NYS2, A0A8M9P1H2, Q6T870
OG0000641	Q13555, Q13557	Q6DEH3
OG0000641	Q9UQM7	Q32PV2
OG0000642	A8MZ36, Q92817	A0A8M1QHN7, A0A8M1RFY9, F1Q4X8
OG0000643	A2AJT9	A0A8M2B9X5
OG0000643	Q9Y2W1, Q9NYF8	A0A0R4IWW7
OG0000644	P26038	Q66I42
OG0000644	P35241, P15311	Q5TZG5
OG0000645	O00139, Q8N4N8, Q99661, Q5T7B8	A0A8M2BEB6
OG0000646	Q8N7B6	A0A8N7TD97
OG0000646	Q92973, O14787	A0A8M9PNK8
OG0000647	Q75N90	A0A0G2KQ62
OG0000647	P35556, P35555	A0A8M6YW17
OG0000648	Q8TEB7, Q9BSG0, Q8N7C7, Q8WVZ7	Q6NX00
