Orthogroup	Zebrafish.UniProt.renamed	Human.UniProt.renamed
OG0000245	Q4V9I1, A9JSU2	P09871
OG0000245	X1WH68	P48740
OG0000245	A0A8M1NGF4	O00187
OG0000246	A0A8M9PQW6	O60840
OG0000246	A0A8M9PUS4	Q01668
OG0000246	A0A8M9Q050	Q13936
OG0000246	Q6RKB0, A0A8M2BFL7	Q13698
OG0000247	F6NQL8	Q9P1Z3
OG0000247	A0A8N7T6V3	Q9UL51
OG0000247	A0A0R4IRW0	O60741
OG0000247	A0A8N7TEJ3, A0A8N7UQR8	Q9Y3Q4
OG0000248	A0A8M1PI54	P01584, Q9UHA7, Q9NZH8, Q9NZH7, Q9NZH6, Q8WWZ1, Q9UBH0, P18510
OG0000249	A0A8M9P1T6, A0A8M9NZC6, Q3B7G4, E9QJG3, A0A8M1PVB3, O42364, Q503V2	P02647, P06727
OG0000250	A0A8M6YVV5, A0A8M9PYJ0, A0A8M9QGJ2, A0A8M9PV33, A0A8M6YYB8, A0A8M9P6I8, A0A8M6YWN1, A0A8M2BDT9	Q12913
OG0000262	Q1ECX3	P21980, P16452, P49221, Q96PF1, O43548, O95932, Q08188
OG0000263	A9JT69, Q90W33	Q96JB3, Q8NAF0, Q8NCA9, Q96K58, Q7Z7K2, Q5TEC3
OG0000264	F1R543	Q96HA1, A6NF01, A8CG34, P21754, Q6PJE2, Q96KW2, Q8N7R1
OG0000265	Q8AWD9	P07339
OG0000265	Q9DDE2	P14091, P20142, P0DJD8, P0DJD9, P0DJD7
OG0000267	A0A8M3AXQ6	Q9Y2H9
OG0000267	E7F723	Q6P0Q8
OG0000267	A0A8M3AXH0	O60307
OG0000267	A0A8M3AZY5	O15021
OG0000268	B8A492, A0A8M2B3Y9, B8A486, B8A489	Q96BM0, P09912, Q9H2X8, P40305
OG0000270	Q561Z7	P20151, P06870, A4D1T9, P07477, P07478, P35030, Q8NHM4
OG0000272	Q4VBJ2, Q6PHV5	P15085
OG0000272	F1QVD7, Q6GMH9	Q8WXQ8, Q9UI42, P48052
OG0000273	A0A8M9QFE6	P35749
OG0000273	A0A8M2BLU9, A0A8M1QUS6	P35579
OG0000273	A0A8M3BA62	Q7Z406, P35580
OG0000274	A9JRA7	Q53FZ2, Q6NUN0, Q6P461, P0C7M7, Q08AH1, Q08AH3, Q68CK6
OG0000277	A0A8M2B3U1	P12814
OG0000277	Q8AX99	Q08043
OG0000277	Q2YDR5	P35609
OG0000277	A0A8M9QH30	O43707
OG0000278	F1Q786, A0A286YBY6, A0A8M2BFX7, A0A0R4II19, A0A8M9QEY0, A0A8M9Q4X7, A0A8M6YYK8	Q15361
OG0000279	A0A0R4IMB2, A0A8M3ALC4, A0A8M1P7C1, F1QX13, Q3MU74, A0A8M1RQR9	P01024, Q6ZMU1
OG0000280	F1QNG0	O75164
OG0000280	Q1LUQ0	Q9H3R0, O94953, Q6B0I6, A0A1W2PPD8, B2RXH2
OG0000283	A0A8M9QJW3	P49792, O14715, Q99666, P0DJD1, P0DJD0, A6NKT7, Q7Z3J3
OG0000284	E7F5V6	Q13478
OG0000284	A0A8M9Q5Q6	Q9HB29, P14778, P27930, P18627, Q01638
OG0000285	A0A8M9PT78, F1R480, H2EQR6, A0A8M2BIB6	Q14126, Q02413, P32926, Q86SJ6
OG0000286	A0A8M9Q6G2, A0A8M9PLM0, A0A8M9PA93, A0A8M9Q393, A0A8M6Z0S6, B0UYL3	Q460N3, Q460N5
OG0000287	A0A8M9QKX8	Q9NT68
OG0000287	Q9W7R4	Q9P273
OG0000287	Q9W7R3	Q6N022
OG0000287	A0A8N7UV98	Q9UKZ4
OG0000288	A0A8M1Q6T7, A0A8M9PX16, A0A8M3AVQ9, A0A8M3ANY3, A0A8M9PWI0, A0A8M3AV10, A0A2R8QKL9	P22735
OG0000289	A0A0G2L893, D2CRG0, A0A2R8QJM0, A0A2R8RTX1, A0A2R8QI72, A0A8M1P827, E7F2M5	P13987
OG0000290	Q6DHC9, A0A8M1RRV3, A3KPY8, A0A8M1P7N7, Q4QRH5, A0A8M9PRR3, Q6AZC0	Q9UNI1
OG0000291	A0A8M2BCY7, A0A0R4IQ43, A2BHJ6, A0A0G2KM47, A0A0G2KWZ2, B0R191, A0A0R4INB9	O14625
OG0000312	Q7ZTR9	Q5VYY2, P38571, Q5VXI9, Q5W064, Q5VXJ0, P07098
OG0000313	U3N867	Q14831
OG0000313	A0A8N7UTB5	Q14833
OG0000313	E7FH00	O00222
OG0000315	Q5U3E4	Q9Y2Z0, Q9H2J1, Q5SR53, Q8N769, Q3ZCU0, Q6ZUF6
OG0000316	Q6NXA6	P11766, P28332, P40394, P07327, P00325, P00326
OG0000317	E7FB64	P13584, Q02928, Q5TCH4, Q8N118, Q86W10, Q8N1L4
OG0000318	Q5RGW3	Q8N4U5
OG0000318	Q58EK1	Q8WWU5, Q5H9J9, B4DZS4, Q9NUJ3
OG0000319	A0A8M2BA14	Q9Y666
OG0000319	A0A8M9Q103	Q9H2X9
OG0000319	F1QBW2	Q9UHW9, Q9UP95
OG0000320	F1QPW7	P18505
OG0000320	A0A8M1N6N1	P47870
OG0000320	A0A8M2BDH7	P28472
OG0000321	A0A8M9QBR5, A0A8M9Q728	P07910, B2RXH8, O60812, B7ZW38, P0DMR1
OG0000322	A0A0R4IBL7	Q99081
OG0000322	A0A8M9P3H6	P15884
OG0000322	B1H1L4, Q90491	P15923
OG0000323	A0A8M6Z8T4, A0A8M9QDU6	O75369
OG0000323	A0A8M9PT53	P21333
OG0000323	A0A8M9PHR9	Q14315
OG0000324	A0A8M3AP68	P51812
OG0000324	Q6PFQ0	Q9UK32
OG0000324	E7F164	Q15418, Q15349
OG0000325	A3FKT8, Q6XG62	P26447, P29034, P33763, P06703, P33764
OG0000326	A0A8M9Q9K2	Q9Y4K4
OG0000326	A0A8M3B704	Q8IVH8
OG0000326	Q1RLZ2	Q92918, Q12851
OG0000328	A0A8N7T7Z7	P54278, Q68D20, Q13401, O95744, A4D2B8, A8MQ11
OG0000330	A0A8M1RS57, A0A8M2BKN8, A0A8M1RNU2, A0A8M9NYX7, A0A8M2BKN9, F1RB95	Q9UBS8
OG0000331	A0A0R4IR84	P52848
OG0000331	A0A8M9PU51	P52849
OG0000331	A0A8M9Q484	Q9H3R1, O95803
OG0000333	Q804W1, Q804W0, Q9I8V0, Q7ZT36, Q6IMW7, Q804V9	P20472
OG0000334	A0A8M9PHT6	P50570
OG0000334	A0A8M9PJL9	Q9UQ16, Q05193, Q6ZS02, Q6PK57
OG0000337	O13168	Q04726, A0A1W2PR48, Q9H808, Q04725, Q04724, Q04727
OG0000338	A0A8M3B6F5	P20023, P17927, Q2VPA4, P08174, P04003, P15529
OG0000340	A0A8M9Q9B3, A0A8M9P741	Q8N436
OG0000340	A0A0R4IUK4, A0A8M9PYE2	Q8IUX7, Q96SM3
OG0000341	F1QB54	P0CB38, Q96DU9, Q4VXU2, Q5JQF8, Q9H361, P11940
OG0000344	Q6DGT8	P04271, P25815, P29377, Q07283, Q5D862, Q86YZ3
OG0000345	A0A8N7T7H9, B3DKF1	Q14D33, Q96DX8, Q9BQQ7, P59025, Q5QGT7
OG0000346	B3DJD4	Q9NYB5, F5H094, G3V0H7, Q9NPD5, Q9Y6L6, P46721
OG0000347	Q90ZZ8, E9QH31	P30838, P51648
OG0000347	Q7ZU10	P43353, P48448
OG0000348	A3KP35	Q6NT55, Q08477, P78329, P98187, Q9HCS2, Q9HBI6
OG0000349	A0AUQ5	Q1A5X6
OG0000349	A0A8M3BCY2, A0A8M6YZD9, Q568A8	B3KU38, P0DPB3
OG0000350	Q7ZVL7	P52789
OG0000350	Q7ZUM3	P19367
OG0000350	B8A5H6	Q2TB90
OG0000351	A0A8M9Q1H6, A0A8M9PYC8, A0A8M9QLI5	M0QZC1
OG0000351	A0A8M2BDI7, A0A8M2B978	E7ERA6
OG0000352	A0A0K1H367, A0A0K1H345, E7FAR9, A0A8M9PV89, Q7T3Q1, A0A8M6YT64	P22749
OG0000353	A0A8M9Q5T9	P20020
OG0000353	A0A8M9PWI4	Q16720
OG0000353	B2CZB8	Q01814
OG0000354	A0A8M3ANV7, A0A8M9PNI2, A0A8M3B6Y1, A0A8M3AZF0, A0A8M6YYH8, Q66HV5	O00534
OG0000355	Q90487, Q6ZM17, Q7ZT21, Q7ZYZ4, F1Q6I6, Q6ZM13	P02008
OG0000356	X1WHI7, F1RAQ3, A0A8M9PLA5	Q14DG7, Q14C87, Q8N3T6, Q24JP5
OG0000357	Q5QNP9, Q5QNQ0, Q5QNP8, Q5QNQ1, Q5QNP2	Q9P1P5, Q9P1P4
OG0000358	Q5I0F7	A0A2Z4LIS9, O43524, P0CG31, Q9HBT8, Q9UJN7, A0A087WUV0
OG0000359	A0A8M6YYQ4, A0A8M9QDA1	P23468
OG0000359	A0A8M9PJX4	Q13332
OG0000359	A4IFW2	P10586
OG0000360	A0A8N7UT59	Q8NFU0
OG0000360	A0A8N7TBM7	Q8NFU1
OG0000360	A0A2R8Q9T0	Q8N1M1, O76090
OG0000361	A0A8M9P818, A0A8M3B542, A0A8M9Q0M9, A0A8M6Z1S4, A0A8M9PTN4	Q13421, Q96KJ4
OG0000362	A0A8M1QUY4, A0A8M3AZD9, A0A8M9PTM9, F1R332, E7F7V7	O60755, O43603
OG0000363	A0A8M2BA47, Q6DHU6, F1QCC0, Q6DHP2, Q5U3E9, Q7ZUR7	P48788
OG0000393	Q9YGW7	Q92904, Q13117, Q9NR90, Q86SG3, Q9NQZ3
OG0000394	Q708S7	P78348
OG0000394	Q708S5	Q9NY37, Q9UHC3, Q16515
OG0000398	F1R5H6	O60885
OG0000398	A8CYR1, A8CYR7	Q58F21, P25440
OG0000399	Q6P4P8	P51160
OG0000399	Q800E7	P16499
OG0000399	E7F5I9	P35913
OG0000401	A0A8M2BEX4, A0A8M1QRA5, A8WGA5, Q58EN9, Q6YI50	Q9BWW7
OG0000402	Q4ZJI3, Q6DEI6	P30301, P55064, Q13520, P41181
OG0000404	B0UYL4	A0FGR9
OG0000404	A0A8M2BIQ8, A0A8M2BLR9, A0A8M9QCZ0	A0FGR8
OG0000407	F1QEL5	Q8WWZ7, Q8WWZ4, Q8N139, O94911, Q8IUA7
OG0000408	A0A8M1P4F7	P22626, A0A2R8Y4L2, P09651, Q32P51, P51991
OG0000409	A0A8M2BJD0	Q9Y2J8, Q9ULW8, Q9ULC6, Q6TGC4, Q9UM07
OG0000411	A0A8M3B4X6	Q9NYQ7
OG0000411	A0A8M3ARK0	Q9NYQ6
OG0000411	A0JBX1	Q9HCU4
OG0000412	A0A8N7T882	O60312
OG0000412	E7FFI1	O94823
OG0000412	F1REW4	Q9P241
OG0000413	A0A8M3AXS2	Q8TDI0
OG0000413	A0A8M3B137	Q12873
OG0000413	A0A8M9PRM2	Q14839
OG0000414	A0A8M2B7M4, A0A8M9PEH8	P31629
OG0000414	A0A8M3AQU2, F1Q7V2	Q5T1R4
OG0000415	I3IS45, A0A8M2BJH6, A0A0R4IA28	Q8TCY9, O60936, Q9BX69
OG0000417	A0A8M9PLG1, A0A8M3B7H9	A8K2U0, Q6IE37, P20742, P01023
OG0000418	Q5XJN3	Q96G04, A6NEL3, Q9NVL1, Q8N7N1, P0C5J1
OG0000419	A0A8M2BA28	P12107
OG0000419	A0A8M9PD17	P25940, P13942, P20908
OG0000421	A0A8M9PJM4	O15072
OG0000421	A0A0R4ISF7	O95450
OG0000421	A0A8M6Z9G0	Q8WXS8
OG0000422	E7FCN5	P05107
OG0000422	A0A8M9PIF0, Q3YAA0	P26010, P05556
OG0000424	A0A8M9QDR3	Q14643
OG0000424	A0A8M9PQQ3	Q14571
OG0000424	A0A8M6Z0J4	Q14573
OG0000428	Q1JQ34	P01241, P01242, Q14406, P0DML3, P0DML2
OG0000429	A0A8M3ASG9	Q00975
OG0000429	A0A8M9PFQ8	O00555
OG0000429	A0A8M6YZX9	Q15878
OG0000430	A4IG59	Q6VEQ5, C4AMC7, A8K0Z3, Q9NQA3, A8MWX3
OG0000432	X1WG07, F1QMQ4, A0A8M9Q6X3, F1QQH4, B3DJ81	Q9NSD7
OG0000433	A0A286YAM5	P42262
OG0000433	A0A8M2BKK3	P42261
OG0000433	A0A286Y9Q6	P42263
OG0000434	Q7T2D7, Q7T047, Q5TYN8, Q5TYN9, Q5TYP1	P35212
OG0000437	A2A121	Q8N568
OG0000437	E9QBD0	O15075
OG0000437	A0A8M9P5P6	O43602
OG0000438	F1QFJ8, Q6P0V0	P31942, P52597, P31943, P55795
OG0000440	B0R0B1	Q5RIA9, Q4V339, Q5JTY5, Q8IUF1, Q9BRT8
OG0000443	F1QPJ1	Q9Y6N6
OG0000443	A0A8M1RET4	Q13753
OG0000443	Q1LVF0	P11047
OG0000445	A0A8M9QJF1	Q9UPQ9
OG0000445	A0A8M3ATC8, A0A8M3AQR0	Q8NDV7, Q9HCJ0
OG0000446	Q6DGN0, Q7T393, A0A8M1P3T8, Q1LV74, Q5RHY9	Q9H628
OG0000447	A0A0R4IWI1	Q9UH73
OG0000447	A0A8M9PVV6	Q9H4W6, Q9HAK2, Q9BQW3
OG0000448	E7F3A4	Q96QA6
OG0000448	Q6NWI4	P61236
OG0000448	Q6AXK6	O60688
OG0000449	A0A8N7T793	Q86UK0
OG0000449	B8A446	Q86UQ4, Q8IZY2, O95477
OG0000450	F1R4Z8	O15217, P08263, P09210, Q7RTV2, Q16772
OG0000452	A0PJQ6	Q6ZV65, Q8NA70, Q5HY64, A6NHR8, Q5JRC9
OG0000453	Q5PRD9	O14975
OG0000453	Q0P3V6	Q9Y2P5, Q5K4L6, Q9Y2P4
OG0000454	A0A2R8QAL3	Q8TDW7
OG0000454	E7FB42	Q9NYQ8
OG0000454	A0A8M9PRG7	Q14517
OG0000455	X1WCW3, A0A8M6YVM2, E7FBR6, Q5SNS7	Q9Y226, Q9Y267
OG0000456	A0A8M9Q4X3	Q9H0D2
OG0000456	A0A8M9QCK8, E7FFR7, F6P8Y5	Q6PJG2
OG0000457	A0A8M9PTT3	Q9NYI0
OG0000457	A0A8M9QBB3	Q8NDX1, A5PKW4, Q9BQI7
OG0000459	A0A8M6Z303	P54762
OG0000459	O73878, O73875	P54753, P54760
OG0000460	X1WEF7	P51795
OG0000460	A0A8M9Q887	P51790
OG0000460	Q08BG8	P51793
OG0000461	A0A8M3AQB7	Q8NDX5
OG0000461	Q8QHL5	Q8IXK0
OG0000461	E7F4T8	P78364
OG0000462	K7X477	Q8TF72
OG0000462	A0A8M6YZQ7, E7F501	Q2M3G4, Q13796
OG0000463	A0A8M9Q204, F2Z4X3, A0A8M6Z573	Q96F46
OG0000463	A0A8M9QEB5	Q9NRM6
OG0000464	Q6P5J0	P04746, P19961, P0DUB6, P0DTE7, P0DTE8
OG0000465	Q8AYN0, Q9W6A7	P04000, P0DN77, P0DN78, P04001
OG0000467	Q6ZM12	P68871, P02042, P02100, P69891, P69892
OG0000468	Q52PJ5	Q14195
OG0000468	A0A8M1RM42	Q14194, O14531, Q16555
OG0000469	A0A2R8QLT6, F1R2G7	Q9Y5Y7
OG0000469	E7F6T0, A0A8M6YYL8	P16070
OG0000470	Q1LVI1	Q9BXA6, Q6SA08, Q96PN8, Q96PF2, Q9BXA7
OG0000471	Q0GFG2	Q16280
OG0000471	E7FE78	P29973
OG0000471	A0A8M2BDH8	Q16281
OG0000472	Q6DG81	P13797
OG0000472	Q6P698, A0A8M9PWJ9	Q14651, P13796
OG0000473	E7F7E1, X1WBF1, A0A8M9QMZ8, A0A8M2BJE7, F1QSR0	Q9UKP6
OG0000474	A0A8M3AIS0	Q9UPR5
OG0000474	A0A8M2B340	P57103
OG0000474	Q32SG8	P32418
OG0000475	Q5TZ27, A3KQ92, A0A8M3AU90	P21579, O00445, Q8N9I0
OG0000476	A0A8M9Q5I3	O95180
OG0000476	A0A2R8Q1A5	Q9P0X4
OG0000476	A0A8M9QER1	O43497
OG0000477	A2RRV6	Q6ZN04
OG0000477	A0A8M6YWI6, A0A8M1RH44	Q5U5Q3, Q86XN8
OG0000478	F1R371	Q9BV73
OG0000478	E7F2T0	Q8IVE0, Q5TZA2, H7BZ55
OG0000479	A0A2R8QF68, A0A8M9P836	Q13002
OG0000479	A0A8N7TB31	Q13003, P39086
OG0000480	Q6NVJ5	Q9P265
OG0000480	A0A8M3AVP4	Q14689
OG0000480	A0A8M3ANN8	Q9Y2E4
OG0000481	A0A0G2L765	A0A0C4DGP1, Q96HG1, P0DMW3, P0DMW5, P0DMW4
OG0000482	A5WUL9	A6NMD0, P13164, Q01628, C9JQL5, Q01629
OG0000483	A0A8N7TD86, A0A8M3AXD6	A0A590UK10, Q6ZSZ5
OG0000483	A0A8M6YYE7	Q8N1W1
OG0000484	A0A8M9P7J8	Q9Y6T7
OG0000484	A0A8M6Z984, A0A2R8Q6S0	P49619, P23743
OG0000486	F1QHP6, A2VD46, Q66ID0, Q567J3	P21145, Q13021
OG0000487	A0A8M9PS00, A0A8N7UUW0, A0A8M2BLU5, A0A8M1QHL6, A0A8M2BKU0	Q68DA7
OG0000488	A0A8M2BGA5	Q3L8U1
OG0000488	F1QGL1	Q9P2D1
OG0000488	B0R0I6	Q9HCK8
OG0000489	F1QGJ3	Q00G26, O60664, Q96Q06
OG0000489	F1QWT0	Q99541
OG0000490	A0A8M6Z0B9	Q96PY5
OG0000490	I3ITQ8	O95466
OG0000490	Q6NXC0	Q8IVF7
OG0000491	U3JAU7, E7F442	Q9ULH7
OG0000491	A0A8M9QIR6, A0A8M9PXR9	Q969V6
OG0000492	A0A8M9QF29, A0A8M1PUR5, F8W3Q0	Q8IUN9, P07306, P07307
OG0000493	E7FGE7	Q2Y0W8
OG0000493	A0A8M9PN97	Q9Y6M7
OG0000493	A0A8M1RNL2	Q6U841
OG0000494	Q9YH92, Q6DHP1	O95471
OG0000494	Q90XQ8	O95832, Q9Y5I7
OG0000495	Q503S1	Q5HY92
OG0000495	A0A8M2BD28, A0A8M1RNG2, E9QEA3	A6NMB9
OG0000496	A0A8M2BIT1, A0A8M9PI15, A0A0R4IKG8	P24298
OG0000496	A0A8M1NDP9	Q8TD30
OG0000497	E7F734, A0EXC5, A4FUP0, F1QV04	Q06520, O00204
OG0000498	A0A8M3ALN1	Q15413
OG0000498	A0A8M9PWM5	Q92736
OG0000498	A0A8M9QL69	P21817
OG0000499	A0A8M2B8V2	P55268
OG0000499	Q8JHV6	A4D0S4
OG0000499	Q8JHV7	P07942
OG0000500	F1R9M2, A0A8M9QBN8, A0A8M1NHE3, H0WER0, A0A8M2BBP5	Q9BSI4
OG0000501	A0A0N4SU47, A0A8M3AW06, A0A8M2B763, Q504G3, Q1JPS3	Q9Y6A2
OG0000502	B8JKA2, Q1RLT8, B8JKA1, A0A8M9PA55, A0A8M9Q4R4	Q96P68
OG0000503	A0A8M1Q7J2, A0A8M9PNM2, F1QS93, A0A8M1PS65, A4IG77	Q9Y694
OG0000504	A0A8M2BE40, A0A8M9QLH0	Q8IZF4, Q9Y653
OG0000504	A0A8M9QI43	Q86Y34
OG0000505	A0A8M2BF59, A0A8M3AL55, A0A8M3BBA7, A0A8M9P410	Q8IZJ4, Q12967
OG0000506	A1L1M6	P55283
OG0000506	Q90275	P19022
OG0000506	E9QEL7	P55291
OG0000507	A0A8M3AXS1, A0A8M2BLP9, A0A8M1RMY6	Q9H7F0, Q4VNC1, Q4VNC0
OG0000508	A0A8M3ARP5, A0A8M6YX91, A0A8M2BC10, A0A8M3B901, A0A8M6Z616	O60486
OG0000509	A0A8M9Q5W4, A0A0R4IGS2, A0A8M9PK18, A0A8M9QA14, A0A8M9PGT1	Q9UP65
OG0000510	A8KB44, B0UXE8, B0UXE0, A0A8M2BEV7	Q6ZMB0, Q9Y2A9
OG0000511	Q4V9A4, A0A0R4IGG5, A0JMM3, A0A2R8QGI8, I3ITP7	Q9UQ49
OG0000512	A0A8M6Z2A9, A0A8M9Q3W7, A0A8M9QIY2, A0A8M9QE57, A0A8M2BEI4	Q9H4Z2
OG0000513	B6RTA2	Q9Y5S1, Q8NER1
OG0000513	A0A8M2BCH8	Q8NET8, Q9HBA0
OG0000548	F1R8J7	Q9P0K7
OG0000548	A0A8M9PSG1	Q8N283, Q8TF21
OG0000549	X1WBR5	O95757
OG0000549	Q7ZU46	Q92598, P34932
OG0000550	F8W4B6, X1WER9, E9QFA6	Q7Z4L0, P10176
OG0000551	B3DIG4	Q13467
OG0000551	Q9PWK6, Q9YI00	Q9H461
OG0000552	Q5TKT1	Q8TAD2, Q9UHF5, Q9P0M4, Q9H293
OG0000553	A3KNP5	P51843
OG0000553	F8W3I2, A0A8M1Q7C6	Q15466
OG0000554	Q4VBT5	Q13434, Q13064, Q9UHC7, Q6NVV0
OG0000555	A0A8M9PRS2, A0A8M9PU89	Q9Y566
OG0000555	A0A8M9P6G4	Q9UPX8
OG0000556	A0A8M1P0G4	Q13507
OG0000556	U3N9R0	Q9Y210, Q9HCX4
OG0000557	Q91981	P32243, O43186, A6NJG6, A8MZ59
OG0000558	Q08CI4	Q8N7R7, Q5T2Q4, A0A8V8TMC4, P0C7X3
OG0000559	A0A8M9PSC1, A0A8M9PDQ2	O14497
OG0000559	A0A8M2B773	Q8NFD5
OG0000560	A0A8M1PRR3	Q9Y657, Q5JUX0, Q99865, Q9BPZ2
OG0000562	A0A8M9PA27, X1WFM4	Q7Z7E8, Q8WVN8, A0A0G2JLW4
OG0000565	A0A0R4IVA4	Q9UNH5
OG0000565	A0A8M2BE48	A4D256, O60729
OG0000566	Q7SXU3, A0A8M3APD8, Q6TH48	P30837, P05091
OG0000567	A0A0R4IQS8	P16615
OG0000567	Q642Z0	Q93084, O14983
OG0000568	F6P8Y7, A0A8M6YY82	Q8WWQ8
OG0000568	E0CZJ3	Q9NY15
OG0000569	Q0P436	Q9P0S9, Q6UXP3, Q9NUH8, A8MWL7
OG0000570	F1QAH5	Q9Y4K1
OG0000570	A0A8M3AL91	Q68DQ2, Q8N1P7
OG0000571	A0A8M6YV18	Q8NB50, Q96SL8, Q9NSD4, P10075
OG0000572	A0A8M9PIH9, A0A8M1RSP3	Q9Y485
OG0000572	U5U756	Q8TDJ6
OG0000574	A0A8M9PLN2, A0A8N7UVK1	A6NCL7, A6NHS1, Q3C1V9
OG0000575	A0A8M6Z5Q0, A0A8M9PHL7, A0A8M2BBW9, A0A8M2BH24	O43866
OG0000576	A0A8M3B637, Q6DHS7	Q9UDY2
OG0000576	A0A8M2BHQ8	O95049
OG0000577	E7EZ94, Q6PH41	P30711, P0CG29, P0CG30
OG0000578	Q5U3U9	Q99733, Q96NT1, Q9ULW6, A6NFF2
OG0000580	A0A8M1RIV1	P54793, Q5FYA8, P51689, P51690
OG0000583	Q9DEX7	O60427, Q9Y5Q0, O95864, A8MWK0
OG0000584	E7F542, A0A8M2BH38, A0A8M2BAJ4, A0A8M3BC55	P56715
OG0000585	F1Q8N0	Q13268, Q9BTZ2, Q6PKH6, P0CG22
OG0000586	A0PJS3	Q52LJ0
OG0000586	X1WEE6	Q17RN3, Q8NCA5
OG0000587	A0A8N7TB33, A0A8M3BBZ7	Q9BXI6, Q8IV04, Q4KMP7
OG0000588	A0A8M1RIG7, X1WGC6	Q9NRQ2, O15162, Q9NRY7
OG0000590	A5PMJ7, E7F0D3	Q86Y82
OG0000590	A0A0A0MPL4	O15400
OG0000591	E9QJ06, F1QAE0, E9QG08, F1Q7H1	Q02318
OG0000592	Q6DRN1	Q2PZI1, Q6NXN4, Q6NUT2, Q6ZN68
OG0000594	A0A8M9PGQ1, A0A8M2BLY2	O60241
OG0000594	A0A8M1RNS0	O60242
OG0000595	Q1JPT7	Q9NVV9, Q9H0W7, Q7Z6K1, Q8NA92
OG0000596	F1Q7H6	Q9UBU9, Q9H4D5, Q9H1B4, Q9GZY0
OG0000597	A0A0F7EVQ6	Q86VI3
OG0000597	A0A0F7C9F3	Q13576, P46940
OG0000598	E7FA89	Q14202, Q5VZL5, Q5SVZ6, O95789
OG0000599	F1QJ79	Q8NF50
OG0000599	A0A8M9Q6X7	Q96HP0, Q96N67
OG0000600	A0A8M9PNP5	Q7Z407
OG0000600	A0A8N7UT85	Q96PZ7, Q7Z408
OG0000601	A0A8M2BI95	P20701, P11215, P20702, Q13349
OG0000602	A9JR88	Q9P0L2
OG0000602	A0A8M3BAY8, A0A8M3B4V1	Q7KZI7
OG0000603	F1R0Q1	P11166, P14672, Q8TDB8, P11169
OG0000604	A8E1V6	Q14185
OG0000604	A8E1V7	Q92608, Q9H7D0
OG0000605	A2BIR0	O76054, Q9UDX4, Q9UDX3, B5MCN3
OG0000606	A0A8M2BLN1, A0A8M2BJN9	Q9BZ11
OG0000606	F1Q4N9	Q9H013
OG0000607	Q2ABP1	P13497
OG0000607	O57460	Q9Y6L7, O43897
OG0000608	Q66JN9	A0A024RBG1, Q9NZJ9, Q8NFP7, Q96G61
OG0000609	A0A8M2B1M0, A0A8M2B3K2	Q8N3J6, Q0VAQ4, Q8N126
OG0000610	Q7SZP4	P12036
OG0000610	A2ATX5, F1Q8F1	Q16352
OG0000611	A0A8M2BDY8	Q8ND82, Q6N043, Q86YH2, P59817
OG0000613	A0A8M9PQC3	O14647
OG0000613	A0A8M3B604	O14646, Q86WR6
OG0000614	A8WG10	Q6P9H4
OG0000614	A0A8M9PHJ9	Q8WWN9, G9CGD6
OG0000615	A0A8M9QES7	Q7Z7K6, A0A0U1RRI6, P0DPI3, A0A0U1RR11
OG0000616	P79727, A0A8M9PAP8	O43921
OG0000616	A0A8M1Q7R4	P52798
OG0000618	Q98TZ0	Q99571
OG0000618	Q7SZM0	O15547, P51575
OG0000619	A0A8N7UT91	P02462
OG0000619	A0A8M9QBN0	Q01955, P29400
OG0000621	E7F2U9, A0A2R8Q5E7	Q7Z442, Q9NTG1, Q7Z443
OG0000622	Q6P0J0	O14990, Q96PQ5, Q6NXS1, P41236
OG0000623	A0A8M2B6L3, A0A8M1RP73	Q8N328, Q6P3X8, Q96JS3
OG0000624	A0A8M2BK33	Q9Y691, Q16558, Q86W47, Q9NPA1
OG0000625	A0A8M2BI01, A0A8M2B9A9, F1R2G1	Q8TF44, B7Z1M9
OG0000626	A0A2R8Q5H6, Q08CE7, Q504B4	P14406, O60397
OG0000628	A1L1P9, U3Q0C3, X1WEU3	Q86VL8, Q96FL8
OG0000629	B0V349, A0A8M9PY60	C9JDP6, Q8N7P3, A6NM45
OG0000631	Q32PQ5, Q5MPX4	P02786
OG0000631	Q5MPX2	Q9UP52
OG0000634	F1RBC8	P33897
OG0000634	A0A8M2BLU3, A0A8M1RT23	Q9UBJ2
OG0000635	A0A0R4I9E8	Q32P28
OG0000635	A0A0R4IJJ1	Q8IVL6, Q8IVL5
OG0000636	F1QYI0	Q8TCT7
OG0000636	Q32LU5	Q8IUH8, Q8TCT8
OG0000637	A3KPT8	Q9NZI7
OG0000637	E7EYC1	Q9NZI6, Q12800
OG0000639	Q8QFX6, A0A8M9NYS2, A0A8M9P1H2, Q6T870	O14786
OG0000641	Q6DEH3	Q13555, Q13557
OG0000641	Q32PV2	Q9UQM7
OG0000642	A0A8M1QHN7, A0A8M1RFY9, F1Q4X8	A8MZ36, Q92817
OG0000643	A0A8M2B9X5	A2AJT9
OG0000643	A0A0R4IWW7	Q9Y2W1, Q9NYF8
OG0000644	Q66I42	P26038
OG0000644	Q5TZG5	P35241, P15311
OG0000645	A0A8M2BEB6	O00139, Q8N4N8, Q99661, Q5T7B8
OG0000646	A0A8N7TD97	Q8N7B6
OG0000646	A0A8M9PNK8	Q92973, O14787
OG0000647	A0A0G2KQ62	Q75N90
OG0000647	A0A8M6YW17	P35556, P35555
OG0000648	Q6NX00	Q8TEB7, Q9BSG0, Q8N7C7, Q8WVZ7
