Orthogroup	Zebrafish.UniProt.renamed	Human.UniProt.renamed	Category
OG0002436	A0A8M2BJ21, A0A8M9PY64	Q8N4J0	many-to-one
OG0002437	A0A8M9PRC8, A0A8M9PUS2	Q92974	many-to-one
OG0002438	B0S6L0	P41229, Q9BY66	one-to-many
OG0002439	A0A8M6Z5G8, Q6NYH1	Q9HBG6	many-to-one
OG0002440	A0A8M6YYK2	Q9NRD8, Q9NRD9	one-to-many
OG0002441	A0A8M2BGJ9, A3KNN4	Q9NWM3	many-to-one
OG0002442	Q4LDR4	Q9NYY1, Q9UHD0	one-to-many
OG0002443	Q1LX61, Q2YDR2	O43586	many-to-one
OG0002444		P03973, P19957, Q8WWY7	human_exclusive
OG0002445	F1R926	O75150, Q5VTR2	one-to-many
OG0002446	A0A8M9Q3H6, Q6WZD2	Q86UN2	many-to-one
OG0002447	A0A8M1RMB4, A0A8M3AX15	Q8NE01	many-to-one
OG0002448	A0A0R4IMJ9	Q5TBK1, Q92802	one-to-many
OG0002449	A0A0R4IJB1, B8A638	Q9BVC6	many-to-one
OG0002450	A0A8M9PHX2, Q3B7P4	Q9BWL3	many-to-one
OG0002451	A0A8M3AT32, A0A8M9PCM6	Q9H078	many-to-one
OG0002452	A0A2R8RML6	C9JLR9, Q9BUA3	one-to-many
OG0002453	A0A8M2B3H1	O75159, Q8WXH5	one-to-many
OG0002454	F8W512, Q5RI07	P20941	many-to-one
OG0002455	A0A8M2BHN0, Q7T1S3	P25490	many-to-one
OG0002456	A2BE68, Q9YGT0	P31275	many-to-one
OG0002457	F1RE14	P56202, Q9UBX1	one-to-many
OG0002458	F1QE32, Q1RM42	Q13432	many-to-one
OG0002459	E7FCE9	Q3B7J2, Q9NXC2	one-to-many
OG0002460	A0A8M6YX50	Q49AG3, Q8IZ13	one-to-many
OG0002461	A7YE96	Q86WT1, Q8N4P2	one-to-many
OG0002462	F1QPR4, F1QR98	Q96EL1	many-to-one
OG0002463	E7F9M5, Q1L8R4	Q9BXT2	many-to-one
OG0002464	A0A286Y9T7, A0A8M9PS42	Q9H3T3	many-to-one
OG0002465	B8JMC2	Q9UHV2, Q9UJW9	one-to-many
OG0002466	E7EZD6	Q13107, Q9Y4E8	one-to-many
OG0002467	A0A8M2BEP9	O00154, Q6ZUV0	one-to-many
OG0002468	A0A286YBQ4, E9QH86	P0C2L3	many-to-one
OG0002469	A0A0R4IL29, Q6PE26	P27797	many-to-one
OG0002470	Q5U3H6	P38405, Q5JWF2	one-to-many
OG0002471	A3KNJ3, Q7T1C0	Q12951	many-to-one
OG0002472	Q6TH21	Q14129, Q9BY27	one-to-many
OG0002473	F1QN48	Q14153, Q6NSI3	one-to-many
OG0002474	A0A8M6Z2Y9	O95258, Q5SVS4	one-to-many
OG0002475	Q5SPP0	Q5SYC1, Q8IUQ0	one-to-many
OG0002476	Q1LVR7	Q8IV32, Q8N9Z2	one-to-many
OG0002477	A0A0G2KIZ8, A0A8M6YVX9	Q8IWG1	many-to-one
OG0002478	A0A8M1NA34, E9QCD3	Q8IZN3	many-to-one
OG0002479	A0A8M3AR55	Q8NF91, Q8WXH0	one-to-many
OG0002480	A0A8M6YZ89, A0A8M9Q501	Q96RE7	many-to-one
OG0002481	A0A8M9Q2J6, A0A8M9QJ31	Q9H7U1	many-to-one
OG0002482	A0A8M3BDR1, A0A8M9Q3S0	Q9HCE6	many-to-one
OG0002483	A0A8M1RMK4, H9GZ74	A6NNX1	many-to-one
OG0002484	A0A3G0ZGD9, A0A8M1P485	P55073	many-to-one
OG0002485	A0A8M9PPD7, B8A5L1	Q5VYK3	many-to-one
OG0002486	A0A8M2BCS9	Q4KMQ1, Q6NYC8	one-to-many
OG0002487	F1QVG2	Q13907, Q9BXS1	one-to-many
OG0002488	F6PBL6	Q9H9Q2, Q9UBW8	one-to-many
OG0002489	A8KB87, X1WFF5	Q9Y2R0	many-to-one
OG0002490	F1Q691	P13385, P51864	one-to-many
OG0002491	A0A8M9Q9S2, E7F5V1	P35318	many-to-one
OG0002492	A0A8M1Q254, E7F951	P49146	many-to-one
OG0002493	Q1RLY4	P49279, P49281	one-to-many
OG0002494	A0A8N7TF07, F1QUH6	Q7Z3B3	many-to-one
OG0002495	A0A8M2B6I0, A0A8M3AS86	Q8TDB4	many-to-one
OG0002496	Q5RHH1	Q969Q1, Q9BYV2	one-to-many
OG0002497	Q4VBU3	Q96ET8, Q9NYZ1	one-to-many
OG0002498	E7F7G5	Q96M29, Q9BXF9	one-to-many
OG0002499	A0A2R8Q307	Q9P0K8, Q9UPW0	one-to-many
OG0002500		A0A075B6H5, A0A075B6N2, A0A5B7	human_exclusive
OG0002501	A3KQA5	A8MYP8, Q96PU9	one-to-many
OG0002502	A0A8M3ATX3	O15484, Q9Y6Q1	one-to-many
OG0002503	Q2YDQ9, Q6TH47	O95630	many-to-one
OG0002504	Q5PR40	P49788, Q9BS40	one-to-many
OG0002505	A0A8M2B955, E7EYR5	Q5VVM6	many-to-one
OG0002506	A0A8M9Q3C1	P21675, Q8IZX4	one-to-many
OG0002507	A8KBL7	Q6P1Q9, Q96IZ6	one-to-many
OG0002508	Q6PGZ0	Q05D60, Q96MT8	one-to-many
OG0002509	A0A8M1RHV5, Q5CZS9	Q9H0R3	many-to-one
OG0002510	A0A8M2BLT1, A0A8M9PZJ6	Q9UPQ0	many-to-one
OG0002511	A0A8M9PFM3, B0S7B6	O94933	many-to-one
OG0002512	F1Q9W8, Q1LVA5	P57735	many-to-one
OG0002513	Q6NZV1	O15530, Q6A1A2	one-to-many
OG0002514	A0A8M1RRA4, A0A8M3B9W7	Q6DN14	many-to-one
OG0002515	B8A483	Q6ZMY3, Q92576	one-to-many
OG0002516	A0A8M1RIN8, A0A8M2BKB8	Q8N7P1	many-to-one
OG0002517	A3KNG1, F1RC48	Q8NCQ5	many-to-one
OG0002518	A0A8M9PDG5	Q8TE73, Q96JB1	one-to-many
OG0002519	A0A8M2B722, X1WEL2	Q9NZH0	many-to-one
OG0002520	B0UYL7	Q5JSJ4, Q9UL03	one-to-many
OG0002521	A0A8M2B680, Q9PUT7	P19544	many-to-one
OG0002522	E7EZ19	O95665, P30989	one-to-many
OG0002523	Q6V7J8, Q9PVD7	Q16613	many-to-one
OG0002524	A0A8M1QHB2	Q68D85, Q9BX59	one-to-many
OG0002525	A0A8N7TEN8, B0V0Y5	Q6T4P5	many-to-one
OG0002526	F6P620, Q6NY95	Q99704	many-to-one
OG0002527	Q5BJ10, Q7SXB5	Q9BUL5	many-to-one
OG0002528	A0A8M2B5S0	Q8N6H7, Q9NP61	one-to-many
OG0002529	E7FEU4	O95170, Q5XX13	one-to-many
OG0002530	A0A8M9QAA2	P0CK96, P0CK97	one-to-many
OG0002531	A0A8M9P6A2, F1RC59	Q4VC12	many-to-one
OG0002532	Q08C92	Q6NUM6, Q9NV66	one-to-many
OG0002533	Q7ZVN9	Q6JQN1, Q709F0	one-to-many
OG0002534	A0A8M9Q132, F1QF92	Q8TCU4	many-to-one
OG0002535	Q6NZW0	Q68D86, Q96A19	one-to-many
OG0002536	A0A8M1NG98, A0A8M2B9S8	Q96MV1	many-to-one
OG0002537	Q502I1, Q6PBK8	Q9NS64	many-to-one
OG0002538	Q803F6	A0A8I5KQE6, P08865	one-to-many
OG0002539	A0A8M9Q9R1	C9JJ37, Q96Q07	one-to-many
OG0002540	A0A8M9Q7U7	O43557, O95150	one-to-many
OG0002541	Q1LWI2	O94925, Q9UI32	one-to-many
OG0002542	A2CEJ3	O15197, P29323	one-to-many
OG0002543	Q567Y2, Q6DH22	P47804	many-to-one
OG0002544	A0A8M1PMM2, Q6U1J2	Q13950	many-to-one
OG0002545	A0A0R4IUL0, A0A8M9PXU5	Q5T1M5	many-to-one
OG0002546	A0A8M3AXW1, F1R7M1	Q68EM7	many-to-one
OG0002547	B8A6E8, E7EYJ6	Q9BRK4	many-to-one
OG0002548	Q7ZU13	Q6ZMD2, Q9H2V7	one-to-many
OG0002549	Q6EIG3	Q6V0L0, Q9NR63	one-to-many
OG0002550	A0A8M1PSY6	A0A1B0GWG4, A2A2V5	one-to-many
OG0002551	E7FBI9	A6NL82, Q6ZVS7	one-to-many
OG0002552		O60911, P07711, Q5NE16	human_exclusive
OG0002553	A0A8M9PHQ3	P0CW23, Q9P0M2	one-to-many
OG0002554	A0A2R8Q610	Q00005, Q9Y2T4	one-to-many
OG0002555	A0A8M9PZ50, A0A8M9Q0I1	Q13224	many-to-one
OG0002556	A8WFU7, B8A5X2	Q7LGC8	many-to-one
OG0002557	A0A8N7UVV5, E7F065	Q7Z5H3	many-to-one
OG0002558	Q803S4	Q96EF0, Q9Y217	one-to-many
OG0002559	Q501T1, Q7SZV1	Q99684	many-to-one
OG0002560		P53816, Q96KN8, Q9NWW9	human_exclusive
OG0002561		A0A075B734, A6NL99, O14520	human_exclusive
OG0002562	A0A8M3AN82	O60346, Q6ZVD8	one-to-many
OG0002563	F1Q4L8, Q7ZVL4	O75175	many-to-one
OG0002564	A0A8M2BID3, A0A8M9PHT2	O94983	many-to-one
OG0002565	Q2LGG1, Q5TLE1	P10767	many-to-one
OG0002566	A0A0R4I9Q9	P14317, Q14247	one-to-many
OG0002567		P02724, P06028, P15421	human_exclusive
OG0002568	A0A8M2BBL4, A0A8M6YV52	Q5R3F8	many-to-one
OG0002569	E7FDN5	P23515, Q68CR7	one-to-many
OG0002570	A0A8M2BLL5	Q8WVX9, Q96K12	one-to-many
OG0002571	A4QN36	Q8N2H9, Q96FA3	one-to-many
OG0002572	A0A8M9PEB6	P20132, Q96GA7	one-to-many
OG0002573	A0A8M9QG78	O95714, Q9BVR0	one-to-many
OG0002574	B3DJI9	O75830, Q99574	one-to-many
OG0002575	A0A8M1PV78, O73872	P00441	many-to-one
OG0002576	A0A8M1NXE0	P02763, P19652	one-to-many
OG0002577	A0A8M9P896, F1Q5M3	P35523	many-to-one
OG0002578	A0A8M3AJ48, A3KPJ7	Q05469	many-to-one
OG0002579	A0A8M2BLN7, A0A8N7UVR1	Q13751	many-to-one
OG0002580	Q568K9	Q14320, Q9Y247	one-to-many
OG0002581	A0A8M9PR91, F1QJQ0	Q17RB8	many-to-one
OG0002582	A6NAF9, E7FDW8	Q8NHU6	many-to-one
OG0002583	Q59I64	Q92536, Q9UM01	one-to-many
OG0002584	Q68EG7	Q86VD1, Q9Y6X9	one-to-many
OG0002585	Q7ZV96	P27635, Q96L21	one-to-many
OG0002586	A0A8M2BI86, A0A8M9QK25	P57727	many-to-one
OG0002587	A0A0R4I9X7	Q2WGN9, Q9UQC2	one-to-many
OG0002588	A0A8M2BE96, A0A8M2BLZ2	Q5SRH9	many-to-one
OG0002589	A0A8M2B9B5, X1WHG9	Q5TF21	many-to-one
OG0002590	A0A8M9QHG7	Q8TE56, Q8TE59	one-to-many
OG0002591	Q7SY25	Q15113, Q9UKZ9	one-to-many
OG0002592	Q4V920	Q9BY11, Q9UNF0	one-to-many
OG0002593	Q9YHX5	P08670, P48681	one-to-many
OG0002594	A0A286YA94, A0A8M2BD33	Q02447	many-to-one
OG0002595	A0A0H3UK16	P17813, Q03167	one-to-many
OG0002596	A0A8M9P457	Q659C4, Q6PKG0	one-to-many
OG0002597	A0A8M2BCW7	Q8WWF5, Q9H6Y7	one-to-many
OG0002598	A0A8M9QDW0, Q6DHD0	Q92993	many-to-one
OG0002599	A0A8M2BJ00, A0A8M3B1J4	Q9C0C9	many-to-one
OG0002600	Q7T1J9	P46783, Q9NQ39	one-to-many
OG0002601	Q90469	P28358, Q9NYD6	one-to-many
OG0002602		P05114, P82970, Q15651	human_exclusive
OG0002603	Q5XJ29, Q98TU3	P18509	many-to-one
OG0002604	A0A8M9QI36, A5WVU6	Q5W0B7	many-to-one
OG0002605	A0A0R4ISC3, B0S6B4	Q66K74	many-to-one
OG0002606	A0A8M9PD97	M0QZD8, Q6ZTK2	one-to-many
OG0002607	A0A8M6YZ20, A0A8M9PZA1	Q8TF76	many-to-one
OG0002608	F1R0M4	P35637, Q92804	one-to-many
OG0002609	A0A8M9PZ45, A0A8M9Q9T8	Q96L96	many-to-one
OG0002610	A0A8M3ASQ6	Q96Q91, Q9Y6R1	one-to-many
OG0002611	B8A4W8	Q9BZ23, Q9H999	one-to-many
OG0002612	E7F718, Q32PR6	Q9NZ20	many-to-one
OG0002613	Q6NZ29	P00367, P49448	one-to-many
OG0002614	Q56JH5, Q56JH6	P21583	many-to-one
OG0002615	A0A8M2BLG6, A0A8M9Q783	P22001	many-to-one
OG0002616	A0A8M2BCG1	Q5HYM0, Q9C0D7	one-to-many
OG0002617	A0A8M3ANJ7, Q5PZ43	Q702N8	many-to-one
OG0002618	A0A8M9PXU0, A0A8M9Q8Q6	Q8IW00	many-to-one
OG0002619	A0A8N7TDQ0, F8W580	Q9UMN6	many-to-one
OG0002620	F1QUT2	P20794, Q9UPZ9	one-to-many
OG0002621	F1RE66	A1L1A6, Q8WZ75	one-to-many
OG0002622		A5X5Y0, Q70Z44, Q8WXA8	human_exclusive
OG0002623	Q90YL6	O00482, Q13285	one-to-many
OG0002624	E2DGP8, E7FGW0	P08138	many-to-one
OG0002625	B6DUH7, Q1RLN9	P40879	many-to-one
OG0002626	A0A8M2BH55, A3QJX1	P57789	many-to-one
OG0002627	F1QNF2	P45973, Q13185	one-to-many
OG0002628	A0A8M9PTI2, B5DE32	Q5SV97	many-to-one
OG0002629	D2K292, Q08BK6	Q7Z7G2	many-to-one
OG0002630	A0A8M9P7M4, X1WET4	Q9H6R0	many-to-one
OG0002631	A0JML6, Q1L8T4	Q9NNX1	many-to-one
OG0002632	A0A8M2B8R1, A0A8M9PS18	Q9NT22	many-to-one
OG0002633	F6PFI6	Q5SVQ8, Q9P243	one-to-many
OG0002634	A5D6T5	P04196, Q9UGM5	one-to-many
OG0002635	B0S6P9, Q6XCC7	Q9UPC5	many-to-one
OG0002636	Q1RLQ1, Q568Q7	P16949	many-to-one
OG0002637	A0A8M1P706, A0A8M9Q9V6	P18031	many-to-one
OG0002638	A0A8N1Z0D3, Q503J6	P48165	many-to-one
OG0002639	A0A8M2BL85	P51825, Q9UHB7	one-to-many
OG0002640	Q6DHA0	Q05084, Q8NDH6	one-to-many
OG0002641	Q05AM4, Q6DH69	Q6GMR7	many-to-one
OG0002642	H9BFW7, Q0E671	Q8NFW8	many-to-one
OG0002643	Q5TZ80	Q96ED9, Q9UJC3	one-to-many
OG0002644	A0A8M9QIL4, Q0P454	Q9Y543	many-to-one
OG0002645	F6P346	O00308, Q9H0M0	one-to-many
OG0002646	F1QN54	O15066, Q96FN5	one-to-many
OG0002647	Q642J5	O43251, Q9NWB1	one-to-many
OG0002648	Q7SZ51	P08217, P08218	one-to-many
OG0002649	A0A8M9PF12, A0A8M9PT72	P56880	many-to-one
OG0002650	A0A286YBL8	Q15678, Q16825	one-to-many
OG0002651	A0A8M1RK21	O75891, Q3SY69	one-to-many
OG0002652	A0A8M9QDP1	Q6P2I3, Q96GK7	one-to-many
OG0002653	E9QGC4	Q6AWC2, Q8IX03	one-to-many
OG0002654	A0A8M2BII5, A0A8M9PA91	Q8NB66	many-to-one
OG0002655	A0JMF9, Q5PRB1	Q8TDR2	many-to-one
OG0002656	B1WB93, F1Q919	Q9C073	many-to-one
OG0002657	B8JKD7, Q4V967	Q9H9Y6	many-to-one
OG0002658	D5FFZ1, Q498W2	O43315	many-to-one
OG0002659	A0A8M6YVF9	O95447, Q86VQ0	one-to-many
OG0002660	Q7ZUN7	P12532, P17540	one-to-many
OG0002661	F1R8Z0, Q6GMM1	P24522	many-to-one
OG0002662	Q6PBN9	P61952, P63211	one-to-many
OG0002663	A0A8M9PZI9	P35558, Q16822	one-to-many
OG0002664	A2BGA0	Q33E94, Q6ZV50	one-to-many
OG0002665	A0A8M3APJ8, Q6NYV5	Q9HAJ7	many-to-one
OG0002666	Q6NY34, Q6NYY4	Q9NVP2	many-to-one
OG0002667	A0A2R8QEJ6	Q9UJY4, Q9UJY5	one-to-many
OG0002668	A0A8M1RS83	Q15111, Q9UPR0	one-to-many
OG0002669	Q504A5, Q5XJQ2	P51580	many-to-one
OG0002670	E7F9K2, F1R7L6	Q8IZ52	many-to-one
OG0002671	A0A8M9Q059, A1A600	Q8N4Y2	many-to-one
OG0002672	O93311	Q15915, Q8N9L1	one-to-many
OG0002673	A0A8M6YXF9, E7F9T0	Q8TDZ2	many-to-one
OG0002674	Q6GMF8	Q6PJF5, Q96CC6	one-to-many
OG0002675	A0A0R4IJS9, Q6NXD5	Q9C009	many-to-one
OG0002676	A0A8M2B9C1	Q96P16, Q9NQG5	one-to-many
OG0002677	A0A2R8QNA9, E7FC72	Q9UPT5	many-to-one
OG0002678	A5PM89, K7DYB2	Q9Y4C5	many-to-one
OG0002679	Q0IIQ6	A6NM10, Q8IXF9	one-to-many
OG0002680	A0A8M3AZZ7	O43164, Q8NG27	one-to-many
OG0002681	A0A8M9PU00	O75410, O95359	one-to-many
OG0002682	A5PMP7, Q08CD2	P04085	many-to-one
OG0002683	Q5XJN2, X1WC39	P13284	many-to-one
OG0002684	A5PLE7, B0UXR0	P32249	many-to-one
OG0002685	A0A8M9P6F9, A0A8M9PU64	Q05682	many-to-one
OG0002686	A0A286YBG1, A0A8M1REE2	Q05DH4	many-to-one
OG0002687	A0A8M3APZ6, Q58G59	Q2M1P5	many-to-one
OG0002688	A0A8M2BHD5, A0A8M9QFE8	Q49AM3	many-to-one
OG0002689	A0A0R4IYS6, A0A8M1PU80	Q6NUJ2	many-to-one
OG0002690	A0A8M1NCA2, A0A8N7T827	Q7RTU7	many-to-one
OG0002691	A0A8M9PSG8	Q6ZUJ8, Q8NDB2	one-to-many
OG0002692	M5BFV8	Q14993, Q8NFW1	one-to-many
OG0002693	Q7ZUM8	Q70CQ1, Q9H0E7	one-to-many
OG0002694	E9QEV8, Q1LWV0	Q9NXS2	many-to-one
OG0002695	Q7ZTT4	Q96NY7, Q9Y696	one-to-many
OG0002696		A0A494C0N9, A0A494C0Y3, P0DSO1	human_exclusive
OG0002697	E7F1F5, Q6PBR4	O14610	many-to-one
OG0002698	A0A8M9PDA9, Q4V958	O43353	many-to-one
OG0002699	A0A8M3B049, U3JAH9	O43684	many-to-one
OG0002700	Q1L8E1	O60216, Q9H4I0	one-to-many
OG0002701	E7F8A7, E9QI88	O75356	many-to-one
OG0002702	Q5XJS6, Q6DGQ9	O75915	many-to-one
OG0002703	A0A8M2BKS4, F1Q6R0	P49682	many-to-one
OG0002704	Q1LYE3, Q5U3T5	P52747	many-to-one
OG0002705	A0A8M9NZE6	Q5T1C6, Q8N1Q8	one-to-many
OG0002706	A0A0R4IZD4, A0A8M3B4S3	Q6ZWJ1	many-to-one
OG0002707	A7E2I7, E7FFG7	Q8IW70	many-to-one
OG0002708	Q502K3	Q8N8A2, Q8NB46	one-to-many
OG0002709	Q6NW76	Q96GD4, Q9UQB9	one-to-many
OG0002710	A0A2R8RKR5, E7FAV4	Q99748	many-to-one
OG0002711	A0A8M1QQY8, A0A8M2BLW7	A6NK89	many-to-one
OG0002712	A0A8M9PVL4, Q1X874	O15360	many-to-one
OG0002713	Q504I6	P15927, Q13156	one-to-many
OG0002714	E7F069, E7F9Z5	Q13469	many-to-one
OG0002715		Q3LI64, Q3LI66, Q3LI67	human_exclusive
OG0002716		Q58HT5, Q6E213, Q6ZPD8	human_exclusive
OG0002717	A0A8M9PMU9	Q14767, Q8N2S1	one-to-many
OG0002718	Q502H4	Q96FX2, Q9H4G8	one-to-many
OG0002719	F1QC17, Q0VA81	Q9Y6C2	many-to-one
OG0002720	A0A8M1RF02, Q9I8V7	O00144	many-to-one
OG0002721	A0A8M2BIX1, A0A8M2BJC0	P14784	many-to-one
OG0002722	A0A0R4IC31, E7F983	Q02952	many-to-one
OG0002723	E7FE35	Q5T848, Q6PRD1	one-to-many
OG0002724	A0A0R4IN87, A0A8N7T8E4	Q86YP4	many-to-one
OG0002725	A0A2R8RWY8, A0A8M1QVA2	Q8N1W2	many-to-one
OG0002726	Q7ZTZ4	A6NHQ2, P22087	one-to-many
OG0002727	A0A8M3B4H1, E7EZV6	O94901	many-to-one
OG0002728	E9QFU2	P42771, P42772	one-to-many
OG0002729	Q6P0F9, Q7T3H2	Q01101	many-to-one
OG0002730	Q6PGV1	P61421, Q8N8Y2	one-to-many
OG0002731	A0A8M1RLN2, A0A8M9Q5K1	Q9P1Y5	many-to-one
OG0002732	Q5U369	P12429, Q9UJ72	one-to-many
OG0002733	A0A8M1PSP4	A6NHQ4, Q1XH10	one-to-many
OG0002734	A0A8M2BLP8, Q6P2U7	O14745	many-to-one
OG0002735	A0A8M2BHN3	O95500, P57739	one-to-many
OG0002736	F1Q688, F1R665	O95810	many-to-one
OG0002737	Q6JAA4	P49711, Q8NI51	one-to-many
OG0002738	Q7T2C4	P58743, Q7LBE3	one-to-many
OG0002739	A0A8M1QKU5, A0A8M9Q884	Q14596	many-to-one
OG0002740	A0A8M9P842	A2A288, Q5D1E8	one-to-many
OG0002741	A0A0G2KRK2, Q7ZUF8	Q8WW33	many-to-one
OG0002742	Q6NYK0, Q6P005	Q96BS2	many-to-one
OG0002743	A0A0R4IAD9, A5PLD2	Q99624	many-to-one
OG0002744	Q1RLU3	O00322, O75841	one-to-many
OG0002745	O73708, O73709	O95343	many-to-one
OG0002746	A1L1T8, Q8QGE3	P08476	many-to-one
OG0002747		P0DP73, P0DP74, Q30KR1	human_exclusive
OG0002748	B0V116, E7FEQ8	P30556	many-to-one
OG0002749	A0A8M3AVR7	P49840, P49841	one-to-many
OG0002750	A8WFU6, F1QQ04	P50454	many-to-one
OG0002751	E7F2I0, Q801W2	Q03519	many-to-one
OG0002752	A0A0G2KHE4, A0A8M9QEH1	Q6P4Q7	many-to-one
OG0002753	A0A8M6Z259, A0A8M9Q6U8	Q6ZVH7	many-to-one
OG0002754	E9QFQ2, Q4V8Y7	Q8TED9	many-to-one
OG0002755	A0A8M2BD34, Q7SY32	Q96GM1	many-to-one
OG0002756	Q7SXK9	C9J202, Q9BT22	one-to-many
OG0002757	A0A8M2BA63	Q9NQ29, Q9Y383	one-to-many
OG0002758	B0S766	Q9UBW7, Q9UJ78	one-to-many
OG0002759	A9ULS8	Q8N3S3, Q9UMS5	one-to-many
OG0002760	Q08C81, Q6DRL8	A0JLT2	many-to-one
OG0002761	A0A140LGZ3, A0A8M9PQH0	A6NCF5	many-to-one
OG0002762	A0A8M2BL55, Q32PT4	P17931	many-to-one
OG0002763	Q802Y7	P23443, Q9UBS0	one-to-many
OG0002764	E7FEB7	Q5BKT4, Q5I7T1	one-to-many
OG0002765	A1L2F6, E7EXU5	Q6UW68	many-to-one
OG0002766	E7FH33, Q6NXA8	Q7Z6I8	many-to-one
OG0002767	Q7SZR5	G2XKQ0, P63165	one-to-many
OG0002768	A0A0R4IT02, E7F8V4	Q07011	many-to-one
OG0002769	A0A8M2BK86, A5PMH0	Q5T6C5	many-to-one
OG0002770	Q7ZUL0	Q8IWR0, Q9UGR2	one-to-many
OG0002771	E7F4C3, F1RC11	Q8NBI5	many-to-one
OG0002772	A0A8M6YYR6, A0A8N7UUX7	Q8TEW8	many-to-one
OG0002773	E7FES4, I3ITI6	Q96LW2	many-to-one
OG0002774	E7F221	Q9BZ67, Q9BZ68	one-to-many
OG0002775	A0A8M6Z942, Q5UM14	O75762	many-to-one
OG0002776	A0A8M2B1S8, E9QFS0	P14138	many-to-one
OG0002777	Q7ZUP0	O43423, P39687	one-to-many
OG0002778	A0A8M1PZN6, F1QGQ8	Q13029	many-to-one
OG0002779	A0A8M3AXU6, A0A8M9PNC5	Q14938	many-to-one
OG0002780	A0A8M2B6W9, A4QNX9	Q16512	many-to-one
OG0002781	A0A8M2BAY7, A3KPB2	Q9UK76	many-to-one
OG0002782	Q1LWQ4, Q1LWQ5	Q9Y330	many-to-one
OG0002783	A0A1D5NS72, A0A8M1PRV3	O15240	many-to-one
OG0002784	A0A140LFV5, E9QE65	P26842	many-to-one
OG0002785	A4VCG2, Q801Y4	P29373	many-to-one
OG0002786	A0A8M2B975	P22314, P41226	one-to-many
OG0002787	E7FDQ5, Q802U4	Q14444	many-to-one
OG0002788	A0A8M6YWZ3, A2BGT0	Q70CQ3	many-to-one
OG0002789	Q6NZT6, Q7T2G1	Q7Z5L9	many-to-one
OG0002790	A0A8M2BFY9, Q63ZW2	Q9BRQ6	many-to-one
OG0002791	A0A8M2B947, A0A8M9QDM8	Q9BVI0	many-to-one
OG0002792		Q5JUK2, Q9NX45, Q9UL49	human_exclusive
OG0002793	Q6PBS8	Q5T1J5, Q9Y6H1	one-to-many
OG0002794	A0A8M3AJA6	A1KZ92, Q92626	one-to-many
OG0002795	A0A8M3APH0, A0A8M3B041	A6NED2	many-to-one
OG0002796	B0JZL7	O14638, P22413	one-to-many
OG0002797	A0A8M9PZA7	P23508, Q8N6Y0	one-to-many
OG0002798	A0A8M1N4V2, A0A8M1RLE7	P32314	many-to-one
OG0002799	A0A8M2B217, A0A8M2B475	P53365	many-to-one
OG0002800	Q6NYU5, Q9DF30	P57773	many-to-one
OG0002801	B3DIV1, Q1LXZ9	P84550	many-to-one
OG0002802	A0A8M9PZ66	Q5JUK3, Q6UVM3	one-to-many
OG0002803	A0A8M3AZD3, B8JI71	Q5T1H1	many-to-one
OG0002804	A0A8M9Q9W5, F1QPN5	Q86UX7	many-to-one
OG0002805	A0A8M1P444, Q5BLI7	Q8TBE7	many-to-one
OG0002806	F1QU45, Q1RLW1	Q9BYV7	many-to-one
OG0002807	A0A8M3AZL6, P85001	O15078	many-to-one
OG0002808	A0A8M9QAH1, Q90410	P15976	many-to-one
OG0002809	Q5RHJ8, Q5XJD3	Q6UN15	many-to-one
OG0002810	A0A8M2BBE5, E7FG14	Q71RH2	many-to-one
OG0002811	A0A8M9PRD6, A8WFW7	Q9BZS1	many-to-one
OG0002812		Q7L3S4, Q9NW07, Q9UC06	human_exclusive
OG0002813	A1YQE3	O43613, O43614	one-to-many
OG0002814	A1A5X5	Q4G0M1, Q5T7M4	one-to-many
OG0002815	A0A8M1QHY3	Q5TD94, Q9H0K4	one-to-many
OG0002816	B3DK35	Q6DJT9, Q9UPG8	one-to-many
OG0002817	A0A8M9PKI0	Q8IWY4, Q8IX30	one-to-many
OG0002818	F1QG08	P49759, Q9HAZ1	one-to-many
OG0002819	B8A4D7, Q1LXR3	Q9P2E9	many-to-one
OG0002820	A0A8M3AYE5, E7F8C7	Q9UHR4	many-to-one
OG0002821	A0A8M6YXH7, F6NLH0	Q9UPZ3	many-to-one
OG0002822	A0A2R8PV77, A8WFT6	A2RU49	many-to-one
OG0002823	Q7T3L3	P14625, Q58FF3	one-to-many
OG0002824	A7MD59, E7F079	P30519	many-to-one
OG0002825	A8WH77	P32927, Q14627	one-to-many
OG0002826	Q5C8U6	P41586, P47872	one-to-many
OG0002827	C0RW38	O60674, P52333	one-to-many
OG0002828	B8A655, Q7ZVM7	Q13488	many-to-one
OG0002829	F1RA83	Q13651, Q6UXL0	one-to-many
OG0002830	A3QJZ0, B9P4N4	Q96P88	many-to-one
OG0002831	A0A8M2BLR1, E7F5M1	Q9UK96	many-to-one
OG0002832	E7F301, Q1RLV2	P00740	many-to-one
OG0002833	E7F4S7	P17787, P30926	one-to-many
OG0002834	Q9DDG2, Q9W767	P21741	many-to-one
OG0002835	A0A0G2KLK6, A0A8M9PV47	Q2KHR2	many-to-one
OG0002836	D3TZW2	Q8NFJ6, Q8TCW9	one-to-many
OG0002837	A0A0R4IGJ6, E7F3J0	Q96SB3	many-to-one
OG0002838	A0A8M9PLM5, A0A8M9Q2B5	O75420	many-to-one
OG0002839	Q7SYD5	O94979, Q9NQW1	one-to-many
OG0002840	A0A0R4ITZ5, Q6IQT7	P49918	many-to-one
